0,1,2,3
,,1.8 10−3×,Mackay et al. (2006b) ?
,,,3700 Kühne et al. (2005) ?
,,3.5 10−3×,Yaws (1999) ?
,,1.8 ×10−3,Mackay et al. (1993) ?
,,3.5 10−3×,Yaws and Yang (1992) ? 92
,diiodomethane,2.3 ×10−2,5300 Moore et al. (1995) M 127
,CH2I2,3.2×10−2,Mackay et al. (1993) V
,[75-11-6],7.3×10−2,Hilal et al. (2008) Q
,,2.9 10−2×,Yaws (1999) ?
,,2.8×10−2,Yaws and Yang (1992) ? 92
,,2.8 10−2×,Abraham et al. (1990) ?
,triiodomethane,6.2 10−3×,Fogg and Sangster (2003) V
,CHI3,3.2×10−6,HSDB (2015) Q 38
,(iodoform),1.3 10−3×,Hilal et al. (2008) Q
,[75-47-8],3.4 10−3×,Yaws and Yang (1992) ? 92
,iodoethane,1.5×10,4200 Fogg and Sangster (2003) L 286
,C 2 H 5I,1.4 ×10−3,Li et al. (1993) M
,[75-03-6],1.5 ×10−3,4000 Rex (1906) M
,,1.4 10−3×,Mackay et al. (2006b) V
,,1.9×10−3,Mackay et al. (1993) V
,,1.4×10−3,Abraham (1984) V
,,1.4×10−3,Hine and Mookerjee (1975) V
,,1.9 ×10−3,Hilal et al. (2008) Q
,,,4200 Kühne et al. (2005) Q
,,1.2 ×10−3,Nirmalakhandan and Speece (1988a) Q
,,,4100 Kühne et al. (2005) ?
,,1.8×10−3,"Yaws and Yang (1992) ? 92, 9"
,,1.4 ×10−3,Abraham et al. (1990) ?
,1-iodopropane,1.1 10−3×,Li et al. (1993) M
,C3H7I,1.0×10−3,4600 Rex (1906) M
,[107-08-4],1.1×10−3,Mackay et al. (2006b) V
,,1.1 10−3×,Mackay et al. (1993) V
,,9.9×10−4,Abraham (1984) V
,,1.1×10−3,Hine and Mookerjee (1975) V
,,1.6 10−3×,Hilal et al. (2008) Q
,,,4500 Kühne et al. (2005) Q
,,9.5 10−4×,Nirmalakhandan and Speece (1988a) Q
,,,4500 Kühne et al. (2005) ?
,,1.2×10−3,"Yaws and Yang (1992) ? 92, 27"
,,9.9×10−4,Abraham et al. (1990) ?
,2-iodopropane,8.5×10−4,4500 Rex (1906) M
,C3H7I,8.8×10−4,Hine and Mookerjee (1975) V
,[75-30-9],7.9 10−4×,Hilal et al. (2008) Q
,,,4500 Kühne et al. (2005) Q
,,5.4×10−4,Nirmalakhandan and Speece (1988a) Q
,,,4700 Kühne et al. (2005) ?
,,1.1 10−3×,"Yaws and Yang (1992) ? 92, 9"
,1-iodobutane,5.4 ×10−4,Mackay et al. (2006b) V
,C4H9I,5.4×10−4,Mackay et al. (1993) V
,[542-69-8],6.1 10−4×,Abraham (1984) V
,,6.2×10−4,Hine and Mookerjee (1975) V
,,1.2 10−3×,Hilal et al. (2008) Q
,,7.5 10−4×,Nirmalakhandan and Speece (1988a) Q
,,6.1 10−4×,Abraham et al. (1990) ?
,2-iodobutane,7.0 10−4×,Hilal et al. (2008) Q
,C4H9I,,
,[513-48-4],,
,1-iodopentane,9.9 ×10−4,Hilal et al. (2008) Q
,C5H11I,5.7×10−4,Nirmalakhandan et al. (1997) Q
,[628-17-1],5.1×10−4,Abraham et al. (1990) ?
,1-iodohexane,8.2×10,Hilal et al. (2008) Q
,C6H 13I,4.5 ×10−4,Nirmalakhandan et al. (1997) Q
,[638-45-9],3.5×10−4,Abraham et al. (1990) ?
,1-iodoheptane,2.6 ×10−4,Abraham (1984) V
,C7H15I,6.7×10−4,Hilal et al. (2008) Q
,[4282-40-0],3.5×10−4,Nirmalakhandan et al. (1997) Q
,,2.5 10−4×,Abraham et al. (1990) ?
,iodocyclohexane,3.9×10−3,Hilal et al. (2008) Q
,C6H11I,,
,[626-62-0],,
,3-iodo-1-propene,3.8×10−3,Hilal et al. (2008) Q
,C3H5I,,
,[556-56-9],,
,1-iodocyclohexene,4.1 10−3×,Hilal et al. (2008) Q
,C6H9I,,
,[17497-53-9],,
,iodobenzene,7.7×10−3,Mackay and Shiu (1981) L
,C 6 H5I,7.6×10−3,Li and Carr (1993) M
,[591-50-4],1.2 10−2×,HSDB (2015) V
,,7.9×10−3,Schüürmann (2000) V
,,1.3×10−2,Mackay et al. (1993) V
,,1.4×10−2,Hilal et al. (2008) Q
,,3.8 10−3×,Nirmalakhandan et al. (1997) Q
,,7.4 10−3×,Yaws and Yang (1992) ? 92
,,7.7 10−3×,Abraham et al. (1990) ?
,iodoacetic acid,2.4 ×102,HSDB (2015) Q 38
,C2H3IO2,,
,[64-69-7],,
,2-iodophenol,1.4×101,Abraham et al. (1994a) R
,C6H5IO,6.9,Hilal et al. (2008) Q
,[533-58-4],1.6 102×,Nirmalakhandan et al. (1997) Q
,3-iodophenol,7.0 101×,Hilal et al. (2008) Q
,C6H5IO,,
,[626-02-8],,
,4-iodophenol,4.6×101,Hilal et al. (2008) Q
,C6H5IO,,
,[540-38-5],,
,erythrosine,3.9 1013×,"Zhang et al. (2010) Q 107, 108"
,C20H8I4O5,2.3×108,"Zhang et al. (2010) Q 107, 109"
,[16423-68-0],8.6×1010,"Zhang et al. (2010) Q 107, 110"
,,5.1×109,"Zhang et al. (2010) Q 107, 111"
,"4-hydroxy-3,5-diiodo-benzonitrile",1.3×102,Mackay et al. (2006d) V
,C7H3I2NO,1.8×104,HSDB (2015) Q 38
,[1689-83-4],,
,3-iodo-2-propynyl butylcarbamate,8.2×101,HSDB (2015) V
,C8H12INO2,,
,[55406-53-6],,
,diatrizoic acid,3.5×1012,"Zhang et al. (2010) Q 107, 108"
,C11H9I3N2O4,5.4×108,"Zhang et al. (2010) Q 107, 109"
,[117-96-4],1.2×1017,"Zhang et al. (2010) Q 107, 110"
,,3.3 ×1016,"Zhang et al. (2010) Q 107, 111"
,iothalamic acid,4.4 1012×,"Zhang et al. (2010) Q 107, 108"
,C 11 H 9 I 3 N 2 O4,4.8 ×109,"Zhang et al. (2010) Q 107, 109"
,[2276-90-6],4.2 ×1016,"Zhang et al. (2010) Q 107, 110"
,,1.9 ×1016,"Zhang et al. (2010) Q 107, 111"
,benodanil,6.2×105,Mackay et al. (2006d) V
,C13H10INO,>2.3×1010,MacBean (2012a) ?
,[15310-01-7],,
,iopamidol,9.0×1019,HSDB (2015) Q 38
,C17H22I3N3O8,,
,[60166-93-0],,
,ioxaglic acid,2.7 1035×,"Zhang et al. (2010) Q 107, 108"
,C24H21I6N5O8,1.4×1027,"Zhang et al. (2010) Q 107, 109"
,[59017-64-0],2.0×1029,"Zhang et al. (2010) Q 107, 110"
,,7.2×1038,"Zhang et al. (2010) Q 107, 111"
,"1,1,1,2,2,3,3-heptafluoro-5-",4.6 10−6×,"Zhang et al. (2010) Q 107, 108"
,iodopentane,,
,C5H4F7I,1.2×10−4,"Zhang et al. (2010) Q 107, 109"
,[68188-12-5],3.8 10−4×,"Zhang et al. (2010) Q 107, 110"
,,5.0 10−6×,"Zhang et al. (2010) Q 107, 111"
,5-diethylamiloride,8.8×10−7,"Zhang et al. (2010) Q 107, 108"
,C6H4F9I,5.6×10−5,"Zhang et al. (2010) Q 107, 109"
,[2043-55-2],1.9 10−4×,"Zhang et al. (2010) Q 107, 110"
,,1.0 ×10−6,"Zhang et al. (2010) Q 107, 111"
,"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-",3.2 ×10−8,"Zhang et al. (2010) Q 107, 108"
,8-iodooctane,,
,C8H4F13I,3.4×10−6,"Zhang et al. (2010) Q 107, 109"
,[2043-57-4],5.4 ×10−5,"Zhang et al. (2010) Q 107, 110"
,,4.3 10−8×,"Zhang et al. (2010) Q 107, 111"
,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-",1.2 10−9×,"Zhang et al. (2010) Q 107, 108"
,heptadecafluoro-10-iododecane,,
,C10H4F17I,7.7×10−8,"Zhang et al. (2010) Q 107, 109"
,[2043-53-0],2.0×10−5,"Zhang et al. (2010) Q 107, 110"
,,2.3×10−9,"Zhang et al. (2010) Q 107, 111"
,chloroiodomethane,8.8×10−3,4600 Moore et al. (1995) M 127
,CH2ClI,2.0 ×10−2,Hilal et al. (2008) Q
,[593-71-5],,
,Or,ganic sp,ecies with sulfur (S)
,,Sulfur (,"C, H, O, N, Cl, S)"
,methanethiol,3.8 10−3×,3400 Sander et al. (2011) L
,CH3SH,3.8×10−3,3400 Sander et al. (2006) L
,(methyl mercaptan),2.8 10−3×,3100 Staudinger and Roberts (2001) L
,[74-93-1],2.0 10−3×,2800 De Bruyn et al. (1995b) M
,,3.9 10−3×,3400 Przyjazny et al. (1983) M
,,3.3×10−3,Hine and Weimar Jr. (1965) M
,,3.2 ×10−3,HSDB (2015) V
,,3.3 10−3×,Hine and Mookerjee (1975) V
,,2.6 10−3×,1600 Goldstein (1982) X 116
,,3.5 10−3×,Hilal et al. (2008) Q
,,,3300 Kühne et al. (2005) Q
,,2.9×10−3,Nirmalakhandan et al. (1997) Q
,,,3400 Kühne et al. (2005) ?
,,5.1 ×10−3,Yaws (1999) ?
,,4.0×10−3,Abraham et al. (1990) ?
,ethanethiol,2.8 10−3×,3700 Sander et al. (2011) L
,C 2 H 5SH,2.8 ×10−3,3700 Sander et al. (2006) L
,(ethyl mercaptan),2.8×10−3,3700 Przyjazny et al. (1983) M
,[75-08-1],2.2 10−3×,Vitenberg et al. (1975) M
,,3.4×10−3,Mackay et al. (2006d) V
,,3.4×10−3,Mackay et al. (1995) V
,,3.4 10−3×,Hwang et al. (1992) V
,,3.6×10−3,Hine and Mookerjee (1975) V
,,3.9 10−3×,Hilal et al. (2008) Q
,,,3600 Kühne et al. (2005) Q
,,1.9 10−3×,Nirmalakhandan et al. (1997) Q
,,,3700 Kühne et al. (2005) ?
,,3.4×10−3,Yaws and Yang (1992) ? 92
,,2.8 10−3×,Abraham et al. (1990) ?
,"1,2-ethanedithiol",8.2 ×10−2,HSDB (2015) Q 38
,C2H6S2,,
,[540-63-6],,
,thiirane,2.8×10−2,HSDB (2015) Q 38
,C2H4S,,
,(ethylene sulfide),,
,[420-12-2],,
,1-propanethiol,1.7×10−3,3100 Coquelet and Richon (2005) M
,C3H7SH,2.4×10−3,3900 Przyjazny et al. (1983) M
,(propyl mercaptan),3.4 10−3×,Hilal et al. (2008) Q
,[107-03-9],,4000 Kühne et al. (2005) Q
,,1.5 10−3×,Nirmalakhandan et al. (1997) Q
,,,3800 Kühne et al. (2005) ?
,,2.4 ×10−3,Abraham et al. (1990) ?
,2-propanethiol,2.1×10,HSDB (2015) Q 38
,C 3 H 8S,2.1 ×10−3,Hilal et al. (2008) Q
,[75-33-2],,
,1-butanethiol,1.5×10−3,3600 Coquelet and Richon (2005) M
,C4H9SH,2.2 ×10−3,4100 Przyjazny et al. (1983) M
,(butyl mercaptan),1.1 10−3×,Mackay et al. (2006d) V
,[109-79-5],1.1 10−3×,Mackay et al. (1995) V
,,1.4 ×10−3,Hwang et al. (1992) V
,,2.7×10−3,Hilal et al. (2008) Q
,,,4300 Kühne et al. (2005) Q
,,1.2×10−3,Nirmalakhandan et al. (1997) Q
,,,4200 Kühne et al. (2005) ?
,,1.1 10−3×,Yaws and Yang (1992) ? 92
,,2.2 10−3×,Abraham et al. (1990) ?
,2-butanethiol,1.4×10−3,HSDB (2015) V
,C4H10S,,
,[513-53-1],,
,2-methyl-1-propanethiol,2.4 10−3×,Hilal et al. (2008) Q
,C4H10S,,
,[513-44-0],,
,2-methyl-2-propanethiol,1.6 ×10−3,HSDB (2015) Q 38
,C4H10S,6.1×10−4,Hilal et al. (2008) Q
,[75-66-1],,
,"1,4-dithiane",2.3 10−1×,HSDB (2015) V
,C4H8S2,,
,[505-29-3],,
,1-pentanethiol,8.2 10−4×,HSDB (2015) V
,C 5 H 11SH,7.3 ×10−4,Amoore and Buttery (1978) V
,(pentyl mercaptan),2.3×10−3,Hilal et al. (2008) Q
,[110-66-7],,
,1-hexanethiol,1.9 10−3×,Hilal et al. (2008) Q
,C6H14S,,
,[111-31-9],,
,1-heptanethiol,2.7 ×10−3,Hilal et al. (2008) Q
,C7H16S,,
,[1639-09-4],,
,1-octanethiol,4.3 10−4×,HSDB (2015) Q 38
,C8H18S,1.3×10−3,Hilal et al. (2008) Q
,[111-88-6],,
,tert-octanethiol,5.2×10−4,HSDB (2015) Q 38
,C8H18S,,
,[141-59-3],,
,1-nonanethiol,1.2×10,Hilal et al. (2008) Q
,C9H20S,,
,[1455-21-6],,
,1-decanethiol,9.9×10−4,Hilal et al. (2008) Q
,C10H22S,,
,[143-10-2],,
,1-dodecanethiol,1.7 ×10−4,HSDB (2015) Q 38
,C12H26S,,
,[112-55-0],,
,dicyclohexyldisulfide,2.5 10−3×,HSDB (2015) Q 38
,C12H22S2,,
,[2550-40-5],,
,dimethyl sulfide,5.6 10−3×,3500 Warneck and Williams (2012) L
,CH3SCH3,5.3×10−3,3500 Sander et al. (2011) L
,(DMS),5.3 10−3×,3500 Sander et al. (2006) L
,[75-18-3],5.2 ×10−3,3600 Fogg and Sangster (2003) L
,,5.3×10−3,3500 Staudinger and Roberts (2001) L
,,4.6×10−3,Schuhfried et al. (2011) M
,,4.8 10−3×,"2800 Falabella (2007) M 89, 130"
,,5.2 10−3×,3600 Coquelet and Richon (2005) M
,,5.5 10−3×,3800 Iliuta and Larachi (2005) M
,,4.9 10−3×,Straver and de Loos (2005) M
,,6.4 10−3×,4100 Barcellos da Rosa et al. (2003) M
,,4.9 10−3×,Pollien et al. (2003) M
,,4.7 10−3×,3700 Gershenzon et al. (2001) M
,,1.6×10−2,Marin et al. (1999) M
,,4.2×10−3,4300 Wong and Wang (1997) M
,,4.7 10−3×,3100 De Bruyn et al. (1995b) M
,,5.5×10−3,3500 Dacey et al. (1984) M
,,5.6 10−3×,4000 Przyjazny et al. (1983) M
,,6.1×10−3,Vitenberg et al. (1975) M 9
,,1.6×10−3,Lovelock et al. (1972) M
,,,Mackay et al. (2006d) V 221
,,4.2 10−3×,Marin et al. (1999) V
,,1.3 10−1×,Mackay et al. (1995) V
,,5.4 10−3×,Hine and Mookerjee (1975) V
,,5.5 10−3×,Hine and Weimar Jr. (1965) V
,,7.0 10−3×,Vitenberg et al. (1975) R 9
,,6.0 ×10−3,3700 Bagno et al. (1991) T 196
,,6.1×10−3,Gaffney and Senum (1984) X 153
,,4.4×10−3,Cline and Bates (1983) C 127
,,1.2×10−2,Hilal et al. (2008) Q
,,7.2×10−3,Hertel et al. (2007) Q 194
,,,3100 Kühne et al. (2005) Q
,,5.0 10−3×,Marin et al. (1999) Q
,,6.5 10−3×,Nirmalakhandan et al. (1997) Q
,,,3500 Kühne et al. (2005) ?
,,1.7×10−3,Abraham et al. (1990) ?
,ethyl methyl sulfide,4.2×10−3,Schuhfried et al. (2011) M
,C3H8S,5.1×10−3,Bagno et al. (1991) T 196
,[624-89-5],8.6 10−3×,Hilal et al. (2008) Q
,,4.4×10−3,Nirmalakhandan et al. (1997) Q
,diethyl sulfide,3.5 ×10−3,Schuhfried et al. (2011) M
,C2H5SC2H5,5.4×10−3,4900 Przyjazny et al. (1983) M
,[352-93-2],5.1 ×10−1,Mackay et al. (2006d) V
,,4.5 10−3×,Hine and Mookerjee (1975) V
,,6.0×10−3,Hilal et al. (2008) Q
,,2.9 10−3×,Nirmalakhandan et al. (1997) Q
,,5.7×10−3,"Yaws and Yang (1992) ? 92, 9"
,,4.7 ×10−3,Abraham et al. (1990) ?
,dipropyl sulfide,3.3 10−3×,4500 Przyjazny et al. (1983) M
,C3H7SC3H7,3.4×10−3,Hilal et al. (2008) Q
,[111-47-7],,4500 Kühne et al. (2005) Q
,,1.8×10−3,Nirmalakhandan et al. (1997) Q
,,,4500 Kühne et al. (2005) ?
,,3.5 10−3×,Abraham et al. (1990) ?
,di-(2-propyl)-sulfide,3.0 10−3×,5000 Przyjazny et al. (1983) M
,(C3H7)2S,1.6 ×10−3,Hilal et al. (2008) Q
,(diisopropyl sulfide),,4500 Kühne et al. (2005) Q
,[625-80-9],1.2 10−3×,Nirmalakhandan et al. (1997) Q
,,,4200 Kühne et al. (2005) ?
,,3.1×10−3,Abraham et al. (1990) ?
,allyl methyl sulfide,4.2×10−3,Schuhfried et al. (2011) M
,C4H8S,,
,[10152-76-8],,
,dimethyl disulfide,5.8 10−3×,Schuhfried et al. (2011) M
,CH3SSCH3,6.5×10−3,"3200 Falabella (2007) M 89, 130"
,[624-92-0],5.9×10−3,Pollien et al. (2003) M
,,9.4 10−3×,4300 Przyjazny et al. (1983) M
,,8.3×10−3,Vitenberg et al. (1975) M 9
,,1.7×10−2,Mackay et al. (2006d) V
,,1.7 10−2×,Mackay et al. (1995) V
,,9.0 10−3×,Vitenberg et al. (1975) R 9
,,3.0×10−2,Hilal et al. (2008) Q
,,,1700 Kühne et al. (2005) Q
,,4.6×10−3,Nirmalakhandan et al. (1997) Q
,,,1600 Kühne et al. (2005) ?
,,9.0×10−3,Abraham et al. (1990) ?
,diethyl disulfide,3.7×10,Schuhfried et al. (2011) M
,C2H5SSC2H5,6.3×10−3,4300 Przyjazny et al. (1983) M
,[110-81-6],4.7 10−3×,Vitenberg et al. (1975) M 9
,,1.2 10−2×,Hilal et al. (2008) Q
,,2.3 10−3×,Nirmalakhandan et al. (1997) Q
,,6.4 ×10−3,Abraham et al. (1990) ?
,dipropyl disulfide,2.4 10−3×,Schuhfried et al. (2011) M
,C3H7SSC3H7,,
,[629-19-6],,
,carbon disulfide,6.1 10−4×,3900 Warneck and Williams (2012) L
,CS2,6.1×10−4,4300 Sander et al. (2011) L
,[75-15-0],6.1 10−4×,4300 Sander et al. (2006) L
,,5.7 10−4×,3800 Hiatt (2013) M
,,5.4×10−4,2800 De Bruyn et al. (1995b) M
,,6.2 10−4×,3800 Elliott (1989) M
,,5.4 10−4×,4300 Rex (1906) M
,,5.7×10−4,Mackay et al. (2006d) V
,,5.7 10−4×,Mackay et al. (1995) V
,,8.0 ×10−4,Hwang et al. (1992) V
,,4.5 10−4×,4100 Winkler (1906) V
,,7.5 10−4×,1200 Goldstein (1982) X 116
,,9.4 −5×10,Yaws (1999) ?
,,5.1×10−4,Yaws and Yang (1992) ? 92
,,,Kruis and May (1962) ? 287
,,,Booth and Jolley (1943) ? 288
,,,Booth and Jolley (1943) ? 289
,"2,3,4-trithiapentane",2.1 10−2×,Roberts and Pollien (1997) M
,C2H6S3,,
,(dimethyltrisulfide),,
,[3658-80-8],,
,5-propyl-5-nonanethiol,1.7×10−4,"Zhang et al. (2010) Q 107, 108"
,C12H26S,5.8×10−4,"Zhang et al. (2010) Q 107, 109"
,,2.4 10−3×,"Zhang et al. (2010) Q 107, 110"
,,9.7 10−5×,"Zhang et al. (2010) Q 107, 111"
,allyl mercaptan,1.2×10−2,Hilal et al. (2008) Q
,C3H6S,,
,[870-23-5],,
,"3,3’-thiobis-1-propene",4.1×10−3,Lindinger et al. (1998) M 290
,(C3H5)2S,7.6 ×10−3,HSDB (2015) Q 38
,(diallyl sulfide),9.9 10−3×,Hilal et al. (2008) Q
,[592-88-1],,
,thiophene,4.4×10,4000 Przyjazny et al. (1983) M
,C 4 H 4S,3.4 ×10−3,HSDB (2015) V
,[110-02-1],,Mackay et al. (2006d) V 221
,,4.5 10−3×,Mackay et al. (1995) V
,,1.4 10−3×,Hilal et al. (2008) Q
,,,2800 Kühne et al. (2005) Q
,,4.5 ×10−3,Mackay et al. (2006d) ?
,,,1900 Kühne et al. (2005) ?
,,3.4 ×10−3,Yaws and Yang (1992) ? 92
,,4.4 10−3×,Abraham et al. (1990) ?
,2-methylthiophene,4.1 ×10−3,4300 Przyjazny et al. (1983) M
,CH3C4H3S,1.4×10−3,Hilal et al. (2008) Q
,[554-14-3],4.1 ×10−3,Abraham et al. (1990) ?
,3-methylthiophene,1.7×10−3,Hilal et al. (2008) Q
,CH3C4H3S,,
,[616-44-4],,
,propyl allyl disulfide,3.5 10−3×,HSDB (2015) Q 38
,C6H12S2,,
,[2179-59-1],,
,benzenethiol,2.9 10−2×,HSDB (2015) V
,C6H5SH,3.0×10−2,Hine and Mookerjee (1975) V
,(thiophenol),3.0 10−2×,Hine and Weimar Jr. (1965) V
,[108-98-5],3.0 10−2×,Schüürmann (2000) C 7
,,4.1 ×10−2,Hilal et al. (2008) Q
,,1.0×10−2,Nirmalakhandan et al. (1997) Q
,,3.0×10−2,Abraham et al. (1990) ?
,methyl phenyl sulfide,4.0 10−2×,Hine and Mookerjee (1975) V
,C6H5SCH3,4.1×10−2,Hine and Weimar Jr. (1965) V
,(thioanisole),5.8×10−2,Hilal et al. (2008) Q
,[100-68-5],2.3 10−2×,Nirmalakhandan et al. (1997) Q
,2-methylbenzenethiol,2.7×10−2,HSDB (2015) Q 38
,C7H8S,,
,(2-thiocresol),,
,[137-06-4],,
,3-methylbenzenethiol,2.7×10−2,HSDB (2015) Q 38
,C7H8S,,
,(3-thiocresol),,
,[108-40-7],,
,4-methylbenzenethiol,2.7 10−2×,HSDB (2015) Q 38
,C7H8S,,
,(4-thiocresol),,
,[106-45-6],,
,benzenemethanethiol,4.7 ×10−2,HSDB (2015) Q 38
,C7H8S,,
,[100-53-8],,
,benzo[b]thiophene,,Mackay et al. (2006d) V 221
,C8H6S,4.1×10−2,Mackay et al. (1995) V
,[95-15-8],3.6×10−2,Smith and Bomberger (1980) X 164
,dibenzothiophene,2.9×10−1,HSDB (2015) V
,C12H8S,2.3×10−2,Mackay et al. (2006d) V
,[132-65-0],2.3 ×10−2,Mackay et al. (1995) V
,benzyl sulfide,1.9,HSDB (2015) Q 38
,C14H14S,,
,[538-74-9],,
,carbon oxide sulfide,2.1 10−4×,3300 Warneck and Williams (2012) L
,OCS,2.0×10−4,3500 Sander et al. (2011) L
,(carbonyl sulfide),2.0 10−4×,3500 Sander et al. (2006) L
,[463-58-1],2.1 ×10−4,3000 Wilhelm et al. (1977) L
,,2.2 ×10−4,2100 De Bruyn et al. (1995b) M
,,1.5×10−4,3800 Johnson and Harrison (1986) M 127
,,1.5 ×10−4,3500 Hoyt (1982) M 127
,,2.4 10−4×,Stock and Kuß (1917) M
,,2.1 10−4×,3300 Winkler (1906) M
,,3.4 10−4×,Hempel (1901) M 236
,,1.6 10−5×,HSDB (2015) V
,,2.0 ×10−4,3500 Winkler (1907) X 291
,,2.1 ×10−4,3300 Winkler (1907) X 292
,,,2900 Kühne et al. (2005) Q
,,,3300 Kühne et al. (2005) ?
,,2.0×10−4,Yaws (1999) ?
,,1.9 10−4×,Yaws and Yang (1992) ? 92
,methanesulfonic acid,,Brimblecombe and Clegg (1988) T 293
,CH3SO3H,,
,(MSA),,
,[75-75-2],,
,"sulfuric acid, dimethyl ester",6.9,Hilal et al. (2008) Q
,C2H6O4S,,
,[77-78-1],,
,dimethylsulfoxide,9.8×102,Sander et al. (2011) L
,CH3SOCH3,9.8×102,Sander et al. (2006) L
,(DMSO),>9.9×103,Lee and Zhou (1994) M
,[67-68-5],9.4×102,1300 Watts and Brimblecombe (1987) M
,,4.4,Mackay et al. (2006d) V
,,4.4,Mackay et al. (1995) V
,,1.0 104×,8700 Bagno et al. (1991) T 196
,,1.4 101×,Betterton (1992) C
,,4.3 103×,Hilal et al. (2008) Q
,,,3100 Kühne et al. (2005) Q
,,6.7×103,Taft et al. (1985) Q
,,,4100 Kühne et al. (2005) ?
,,,Fogg and Sangster (2003) ? 294
,dimethylsulfone,5.0×10,Mackay et al. (2006d) V
,CH3SO2CH3,5.0×10−3,Mackay et al. (1995) V
,(DMSO2),>4.9 102×,De Bruyn et al. (1994) E
,[67-71-0],,
,mercaptoacetic acid,5.2×102,HSDB (2015) Q 38
,C2H4O2S,,
,[68-11-1],,
,2-mercaptoethanol,5.5 1×10,HSDB (2015) V
,C2H6OS,,
,[60-24-2],,
,"methanesulfonic acid, methyl ester",2.5,HSDB (2015) Q 38
,C2H6O3S,,
,[66-27-3],,
,"mercaptoacetic acid, methyl ester",1.6,HSDB (2015) Q 38
,C3H6O2S,,
,(methyl thioglycolate),,
,[2365-48-2],,
,"methanesulfonic acid, ethyl ester",1.8,HSDB (2015) Q 38
,C3H8O3S,,
,[62-50-0],,
,divinyl sulfoxide,2.5×101,HSDB (2015) Q 38
,C4H6OS,,
,(vinyl sulfoxide),,
,[1115-15-7],,
,divinyl sulfone,2.0 ×10−1,HSDB (2015) Q 38
,C4H6O2S,,
,[77-77-0],,
,"2,5-dihydrothiophene sulfone",2.3,HSDB (2015) Q 38
,C4H6O2S,,
,"(2,5-dihydrothiophene 1,1-dioxide)",,
,[77-79-2],,
,thiodiacetic acid,2.2×108,HSDB (2015) Q 38
,C4H6O4S,,
,[123-93-3],,
,"thiophene, tetrahydro-, 1,1-dioxide",2.1,HSDB (2015) Q 38
,C4H8O2S,,
,(sulfolane),,
,[126-33-0],,
,2-(ethylthio)ethanol,1.9 ×102,HSDB (2015) Q 38
,C4H10OS,,
,[110-77-0],,
,thiodiglycol,5.2 103×,HSDB (2015) Q 38
,C4H10O2S,,
,[111-48-8],,
,"methanesulfonic acid, 1-methylethyl",1.4,HSDB (2015) Q 38
,ester,,
,C4H10O3S,,
,[926-06-7],,
,4-hydroxybenzenesulfonic acid,3.8 ×107,HSDB (2015) Q 38
,C6H6O4S,,
,[98-67-9],,
,benzenesulfonic acid,3.9 ×103,HSDB (2015) Q 38
,C6H6O3S,,
,[98-11-3],,
,dimethipin,4.3 105×,MacBean (2012a) ?
,C6H10O4S2,,
,[55290-64-7],,
,4-methylbenzenesulfonic acid,3.6×103,HSDB (2015) Q 38
,C7H8O3S,,
,[104-15-4],,
,phenylmethanesulfonic acid,9.9 103×,HSDB (2015) Q 38
,C7H8O3S,,
,(benzylsulfonic acid),,
,[100-87-8],,
,"4,4’-sulfonyldiphenol",3.7×109,HSDB (2015) Q 182
,C12H10O4S,,
,(bisphenol S),,
,[80-09-1],,
,lauryl sulfate,5.5 101×,HSDB (2015) Q 38
,C12H26O4S,,
,(dodecyl sulfate),,
,[151-41-7],,
,ethofumesate,2.7 ×102,HSDB (2015) V
,C13H18O5S,,
,[26225-79-6],,
,"1,1’-sulfonylbis(4-(1-methylethyl)-",1.0 101×,"Zhang et al. (2010) Q 107, 108"
,benzene,,
,C18H22O2S,2.9×103,"Zhang et al. (2010) Q 107, 109"
,[57913-35-6],6.7 ×104,"Zhang et al. (2010) Q 107, 110"
,,3.1 ×102,"Zhang et al. (2010) Q 107, 111"
,propargite,1.5×101,HSDB (2015) V
,C19H26O4S,,
,[2312-35-8],,
,kadethrin,1.2×104,HSDB (2015) Q 38
,C23H24O4S,,
,[58769-20-3],,
,spironolactone,9.0×10,HSDB (2015) Q 38
,C24H32O4S,,
,[52-01-7],,
,"2,2’-thiobis(4-(1,1,3,3-",4.5×105,"Zhang et al. (2010) Q 107, 108"
,tetramethylbutyl)phenol),,
,C28H42O2S,1.2×104,"Zhang et al. (2010) Q 107, 109"
,[3294-03-9],2.2 107×,"Zhang et al. (2010) Q 107, 110"
,,1.8×105,"Zhang et al. (2010) Q 107, 111"
,"propanoic acid, 3,3’-thiobis-, didodecyl",2.5,HSDB (2015) Q 182
,ester,,
,C30H58O4S,,
,(dilauryl thiodipropionate),,
,[123-28-4],,
,"dioctadecyl 3,3’-thiodipropionate",8.2 ×10−2,HSDB (2015) Q 182
,C42H82O4S,,
,[693-36-7],,
,methyl isothiocyanate,1.7×10−1,Sander et al. (2011) L
,CH3NCS,1.6 ×10−1,Worthington and Wade (2007) M
,[556-61-6],2.2×10−1,HSDB (2015) V
,thiourea,4.9×103,HSDB (2015) V
,CH4N2S,,
,[62-56-6],,
,hydrazinecarbothioamide,1.5 ×104,HSDB (2015) Q 38
,CH5N3S,,
,(1-amino-2-thiourea),,
,[79-19-6],,
,"thiocyanic acid, methyl ester",2.2 10−1×,HSDB (2015) Q 38
