Species,InChIKey,Hcp
"mercaptoacetic acid, methyl ester",MKIJJIMOAABWGF-UHFFFAOYSA-N,1.6
"methanesulfonic acid, ethyl ester",PLUBXMRUUVWRLT-UHFFFAOYSA-N,1.8
divinyl sulfoxide,HQSMEHLVLOGBCK-UHFFFAOYSA-N,25.0
divinyl sulphone,AFOSIXZFDONLBT-UHFFFAOYSA-N,0.2
"2,5-dihydrothiophene sulfone",MBDNRNMVTZADMQ-UHFFFAOYSA-N,2.3
thiodiacetic acid,UVZICZIVKIMRNE-UHFFFAOYSA-N,220000000.0
"thiophene, tetrahydro-, 1,1-dioxide",HXJUTPCZVOIRIF-UHFFFAOYSA-N,2.1
2-(ethylthio)ethanol,LNRIEBFNWGMXKP-UHFFFAOYSA-N,190.0
thiodiglycol,YODZTKMDCQEPHD-UHFFFAOYSA-N,5200.0
"methanesulfonic acid, 1-methylethyl ester",SWWHCQCMVCPLEQ-UHFFFAOYSA-N,1.4
4-hydroxybenzenesulfonic acid,FEPBITJSIHRMRT-UHFFFAOYSA-N,38000000.0
benzenesulfonic acid,SRSXLGNVWSONIS-UHFFFAOYSA-N,3900.0
dimethipin,PHVNLLCAQHGNKU-UHFFFAOYSA-N,430000.0
4-methylbenzenesulfonic acid,JOXIMZWYDAKGHI-UHFFFAOYSA-N,3600.0
phenylmethanesulfonic acid,NIXKBAZVOQAHGC-UHFFFAOYSA-N,9900.0
"4,4'-sulfonyldiphenol",VPWNQTHUCYMVMZ-UHFFFAOYSA-N,3700000000.0
lauryl sulfate,MOTZDAYCYVMXPC-UHFFFAOYSA-N,55.0
ethofumesate,IRCMYGHHKLLGHV-UHFFFAOYSA-N,270.0
"1,1'-sulfonylbis(4-(1-methylethyl)-benzene",PKQWGBLKCJIMDP-UHFFFAOYSA-N,10.0
propargite,ZYHMJXZULPZUED-UHFFFAOYSA-N,15.0
kadethrin,UGWALRUNBSBTGI-QJLCOAGJSA-N,12000.0
spironolactone,LXMSZDCAJNLERA-PJKOONHHSA-N,90000.0
"2,2'-thiobis(4-(1,1,3,3-tetramethylbutyl)phenol)",WQYFETFRIRDUPJ-UHFFFAOYSA-N,450000.0
"propanoic acid, 3,3'-thiobis-, didodecyl ester",GHKOFFNLGXMVNJ-UHFFFAOYSA-N,2.5
"dioctadecyl 3,3'-thiodipropionate",PWWSSIYVTQUJQQ-UHFFFAOYSA-N,0.082
methyl isothiocyanate,LGDSHSYDSCRFAB-UHFFFAOYSA-N,0.17
thiourea,UMGDCJDMYOKAJW-UHFFFAOYSA-N,4900.0
hydrazinecarbothioamide,BRWIZMBXBAOCCF-UHFFFAOYSA-N,15000.0
"thiocyanic acid, methyl ester",VYHVQEYOFIYNJP-UHFFFAOYSA-N,0.22
ethanethioamide,YUKQRDCYNOVPGJ-UHFFFAOYSA-N,1.5
mercaptamine,UFULAYFCSOUIOV-UHFFFAOYSA-N,27.0
"thiocyanic acid, ethyl ester",WFCLYEAZTHWNEH-UHFFFAOYSA-N,0.17
2-imidazolidinethione,PDQAZBWRQCGBEV-UHFFFAOYSA-N,29.0
ethylthiourea,GMEHFXXZSWDEDB-UHFFFAOYSA-N,420.0
allyl isothiocyanate,ZOJBYZNEUISWFT-UHFFFAOYSA-N,0.041
dazomet,QAYICIQNSGETAS-UHFFFAOYSA-N,46000.0
"N,N'-diethylthiourea",FLVIGYVXZHLUHP-UHFFFAOYSA-N,140.0
tetramethylthiourea,MNOILHPDHOHILI-UHFFFAOYSA-N,850.0
thiram,KUAZQDVKQLNFPE-UHFFFAOYSA-N,93.0
bis(dimethylthiocarbamyl) sulfide,REQPQFUJGGOFQL-UHFFFAOYSA-N,0.58
benzothiazole,IOJUPLGTWVMSFF-UHFFFAOYSA-N,27.0
2-mercaptobenzothiazole,YXIWHUQXZSMYRE-UHFFFAOYSA-N,270.0
2-benzothiazolamine,UHGULLIUJBCTEF-UHFFFAOYSA-N,76000.0
phenylthiourea,FULZLIGZKMKICU-UHFFFAOYSA-N,99000.0
aziprotryn,AFIIBUOYKYSPKB-UHFFFAOYSA-N,400.0
simetryn,MGLWZSOBALDPEK-UHFFFAOYSA-N,22000.0
desmetryn,HCRWJJJUKUVORR-UHFFFAOYSA-N,21000.0
thioquinox,ILERPRJWJPJZDN-UHFFFAOYSA-N,130.0
"thiocyanic acid, (2-benzothiazolylthio)methyl ester",TUBQDCKAWGHZPF-UHFFFAOYSA-N,1500000.0
ametryn,RQVYBGPQFYCBGX-UHFFFAOYSA-N,4100.0
cimetidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,10000000000.0
prometryn,AAEVYOVXGOFMJO-UHFFFAOYSA-N,820.0
terbutryn,IROINLKCQGIITA-UHFFFAOYSA-N,470.0
disulfiram,AUZONCFQVSMFAP-UHFFFAOYSA-N,0.12
1-naphthalenylthiourea,PIVQQUNOTICCSA-UHFFFAOYSA-N,1200.0
"4,4'-thiobisbenzenamine",ICNFHJVPAJKPHW-UHFFFAOYSA-N,2500000.0
dipropetryn,NPWMZOGDXOFZIN-UHFFFAOYSA-N,600.0
dimethametryn,IKYICRRUVNIHPP-UHFFFAOYSA-N,8200.0
phenothiazine,WJFKNYWRSNBZNX-UHFFFAOYSA-N,350.0
"2,2'-dithiobisbenzothiazole",AFZSMODLJJCVPP-UHFFFAOYSA-N,42000000.0
methapyrilene,HNJJXZKZRAWDPF-UHFFFAOYSA-N,36.0
olanzapine,KVWDHTXUZHCGIO-UHFFFAOYSA-N,1300000000.0
"N-(1,1-dimethylethyl)bis(2-benzothiazolesulfen)amide",VILGDADBAQFRJE-UHFFFAOYSA-N,240000000.0
taurine,XOAAWQZATWQOTB-UHFFFAOYSA-N,5800000.0
2-amino-5-nitrothiazole,MIHADVKEHAFNPG-UHFFFAOYSA-N,1900000.0
N-(aminothioxomethyl)acetamide,IPCRBOOJBPETMF-UHFFFAOYSA-N,380000.0
acesulfame,YGCFIWIQZPHFLU-UHFFFAOYSA-N,1000.0
methomyl,UHXUZOCRWCRNSJ-UHFFFAOYSA-N,520000.0
4-aminobenzenesulfonic acid,HVBSAKJJOYLTQU-UHFFFAOYSA-N,11000000.0
sulfanilamide,FDDDEECHVMSUSB-UHFFFAOYSA-N,66000.0
nithiazide,FQSUTLQHSDLLAN-UHFFFAOYSA-N,6200000000.0
2-methylbenzenesulfonamide,YCMLQMDWSXFTIF-UHFFFAOYSA-N,21.0
4-methylbenzenesulfonamide,LMYRWZFENFIFIT-UHFFFAOYSA-N,21.0
ethidimuron,KCOCSOWTADCKOL-UHFFFAOYSA-N,140000000.0
oxamyl,KZAUOCCYDRDERY-UITAMQMPSA-N,42000.0
aldicarb,QGLZXHRNAYXIBU-WEVVVXLNSA-N,6600.0
aldicarb sulfone,YRRKLBAKDXSTNC-UHFFFAOYSA-N,3700.0
butocarboxim,SFNPDDSJBGRXLW-UHFFFAOYSA-N,17000.0
butoxycarboxim,CTJBHIROCMPUKL-UHFFFAOYSA-N,3500000.0
saccharin,CVHZOJJKTDOEJC-UHFFFAOYSA-N,8200.0
acibenzolar-S-methyl,UELITFHSCLAHKR-UHFFFAOYSA-N,82.0
quinomethionate,FBQQHUGEACOBDN-UHFFFAOYSA-N,160.0
nifurthiazole,DUWYZHLZDVCZIO-UHFFFAOYSA-N,1300000000000.0
4-methylbenzenesulfonyl isocyanate,VLJQDHDVZJXNQL-UHFFFAOYSA-N,0.17
tinidazole,HJLSLZFTEKNLFI-UHFFFAOYSA-N,190000.0
metribuzin,FOXFZRUHNHCZPX-UHFFFAOYSA-N,82000.0
tricyclazole,DQJCHOQLCLEDLL-UHFFFAOYSA-N,320000.0
thidiazuron,HFCYZXMHUIHAQI-UHFFFAOYSA-N,30000000.0
sulfathiazole,JNMRHUJNCSQMMB-UHFFFAOYSA-N,170000000.0
sulfamethizole,VACCAVUAMIDAGB-UHFFFAOYSA-N,380000000.0
ethiozin,ADZSGNDOZREKJK-UHFFFAOYSA-N,200.0
molinate,DEDOPGXGGQYYMW-UHFFFAOYSA-N,7.7
S-ethyl dipropylthiocarbamate,GUVLYNGULCJVDO-UHFFFAOYSA-N,0.56
thiabendazole,WJCNZQLZVWNLKY-UHFFFAOYSA-N,470000.0
"benzo[$b$]thiophene-4-ol, methylcarbamate",BOTUVXISJHKZKJ-UHFFFAOYSA-N,5800.0
sulfamethoxazole,JLKIGFTWXXRPMT-UHFFFAOYSA-N,15000000.0
bentazone,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,4500.0
buthidazole,SWMGXKSQWDSBKV-UHFFFAOYSA-N,4800000.0
thiodicarb,XDOTVMNBCQVZKG-UHFFFAOYSA-N,11.0
pebulate,SGEJQUSYQTVSIU-UHFFFAOYSA-N,0.041
vernolate,OKUGPJPKMAEJOE-UHFFFAOYSA-N,0.32
sulfisoxazole,NHUHCSRWZMLRLA-UHFFFAOYSA-N,6200000.0
ethiofencarb,HEZNVIYQEUHLNI-UHFFFAOYSA-N,8200.0
methiocarb,YFBPRJGDJKVWAH-UHFFFAOYSA-N,8.3
cycloate,DFCAFRGABIXSDS-UHFFFAOYSA-N,1.9
methoprotryn,DDUIUBPJPOKOMV-UHFFFAOYSA-N,31000.0
butylate,BMTAFVWTTFSTOG-UHFFFAOYSA-N,0.12
carboxin,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,31000.0
oxycarboxin,AMEKQAFGQBKLKX-UHFFFAOYSA-N,900000.0
thifensulfuron-methyl,AHTPATJNIAFOLR-UHFFFAOYSA-N,340000000.0
sulfamethazine,ASWVTGNCAZCNNR-UHFFFAOYSA-N,32000000.0
thiophanate-methyl,QGHREAKMXXNCOA-UHFFFAOYSA-N,8200.0
"4,4'-oxydi(benzenesulphonohydrazide)",NBOCQTNZUPTTEI-UHFFFAOYSA-N,780000000000.0
albendazole,HXHWSAZORRCQMX-UHFFFAOYSA-N,130000000.0
oryzalin,UNAHYJYOSSSJHH-UHFFFAOYSA-N,5200.0
STK366145,XWQURWIJAIIPQP-UHFFFAOYSA-N,99000.0
isomethiozin,MZTLOILRKLUURT-UHFFFAOYSA-N,790.0
isobornyl thiocyanoacetate,IXEVGHXRXDBAOB-RUETXSTFSA-N,38.0
nitralin,UMKANAFDOQQUKE-UHFFFAOYSA-N,1400.0
bupirimate,DSKJPMWIHSOYEA-UHFFFAOYSA-N,100.0
timolol,BLJRIMJGRPQVNF-JTQLQIEISA-N,230000000000.0
dithianone,PYZSVQVRHDXQSL-UHFFFAOYSA-N,170000.0
N-(cyclohexylthio)phthalimide,UEZWYKZHXASYJN-UHFFFAOYSA-N,150.0
metsulfuron-methyl,RSMUVYRMZCOLBH-UHFFFAOYSA-N,75000000000.0
rimsulfuron,MEFOUWRMVYJCQC-UHFFFAOYSA-N,15000.0
thiophanate,YFNCATAIYKQPOO-UHFFFAOYSA-N,19000000.0
sumatriptan,KQKPFRSPSRPDEB-UHFFFAOYSA-N,220000000.0
sulfometuron methyl,ZDXMLEQEMNLCQG-UHFFFAOYSA-N,8200000000000.0
tribenuron-methyl,VLCQZHSMCYCDJL-UHFFFAOYSA-N,97000000.0
propoxycarbazone,JTHMVYBOQLDDIY-UHFFFAOYSA-N,700000000000.0
valdecoxib,LNPDTQAFDNKSHK-UHFFFAOYSA-N,450000.0
topramezone,BPPVUXSMLBXYGG-UHFFFAOYSA-N,1000000000000.0
sulfosulfuron,RBSXHDIPCIWOMG-UHFFFAOYSA-N,430000.0
orthosulfamuron,UCDPMNSCCRBWIC-UHFFFAOYSA-N,13000.0
buprofezin,PRLVTUNWOQKEAI-UHFFFAOYSA-N,2.3
bensulfuron methyl,XMQFTWRPUQYINF-UHFFFAOYSA-N,70000000000.0
esomeprazole,SUBDBMMJDZJVOS-UHFFFAOYSA-N,33000000000000.0
foramsulfuron,PXDNXJSDGQBLKS-UHFFFAOYSA-N,170000000000.0
sethoxydim,NMHGOXYVOKDNHF-UHFFFAOYSA-N,450000.0
mesosulfuron-methyl,NIFKBBMCXCMCAO-UHFFFAOYSA-N,90000000000.0
rosiglitazone,YASAKCUCGLMORW-UHFFFAOYSA-N,580000000.0
rabeprazole,YREYEVIYCVEVJK-UHFFFAOYSA-N,820000000000.0
furathiocarb,HAWJXYBZNNRMNO-UHFFFAOYSA-N,7600.0
lincomycin,OJMMVQQUTAEWLP-UHFFFAOYSA-N,3.3e+17
pioglitazone,HYAFETHFCAUJAY-UHFFFAOYSA-N,5800000.0
tamsulosin,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2000000000.0
sufentanil,GGCSSNBKKAUURC-UHFFFAOYSA-N,2400000000.0
sildenafil,BNRNXUUZRGQAQC-UHFFFAOYSA-N,1400000000000000.0
tirofiban,COKMIXFXJJXBQG-NRFANRHFSA-N,1300000000.0
vardenafil,SECKRCOLJRRGGV-UHFFFAOYSA-N,5200000000000000.0
taurocholic acid,WBWWGRHZICKQGZ-HZAMXZRMSA-N,1900000000000000.0
dalfopristin,SUYRLXYYZQTJHF-FUODUHIRSA-N,2.1999999999999997e+24
C.I. acid green 3,SRRJCDUOSQWHGS-UHFFFAOYSA-O,2e+23
tinopal,YGUMVDWOQQJBGA-VAWYXSNFSA-N,1.1999999999999999e+38
quinupristin,WTHRRGMBUAHGNI-UHFFFAOYSA-N,4.9e+22
"3,3,4,4,4-pentafluorobutane-1-thiol",WEILNYJKAUGBAU-UHFFFAOYSA-N,5.2e-05
"3,3,4,4,5,5,6,6,6-nonafluoro-1-hexanethiol",GQJXVHYUQPXZOL-UHFFFAOYSA-N,1.9e-06
"3,3,4,4,5,5,7,7,8,8,9,9,10,10,10-pentadecafluoro-1-decanethiol",ROKKEEDUUQVHFZ-UHFFFAOYSA-N,9.7e-09
"3,3,4,4,5,5-hexafluoro-1-(3,3,4,4,5,5-hexafluorohexyldisulfanyl)hexane",CIZUOSOWGOENRE-UHFFFAOYSA-N,1.2e-07
perfluorobutane sulfonic acid,JGTNAGYHADQMCM-UHFFFAOYSA-N,2.0
perfluorohexane sulfonic acid,QZHDEAJFRJCDMF-UHFFFAOYSA-N,0.51
perfluorooctane sulfonic acid,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,0.0009
heptadecafluorooctanesulphonyl fluoride,BHFJBHMTEDLICO-UHFFFAOYSA-N,1.5e-07
fluticasone,MGNNYOODZCAHBA-GQKYHHCASA-N,4300.0
flubenzimine,IZFZCMFMJKDHJZ-UHFFFAOYSA-N,23000000000.0
thiazafluron,BBJPZPLAZVZTGR-UHFFFAOYSA-N,32000.0
undecafluoro-N-methyl-1-pentanesulfonamide,BKKNDZBSSSAGIB-UHFFFAOYSA-N,0.00035
"1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)-N-methylbutane-1-sulfonamide",DSRUAYIFDCHEEV-UHFFFAOYSA-N,18.0
tridecafluoro-N-methyl-1-hexanesulfonamide,HPPDPHZGXWMRHN-UHFFFAOYSA-N,6.7e-05
perfluorooctane sulfonamide,RRRXPPIDPYTNJG-UHFFFAOYSA-N,5.5e-06
emtricitabine,XQSPYNMVSIKCOC-NTSWFWBYSA-N,900000000000.0
"N-ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-N-(2-hydroxyethyl)butane-1-sulfonamide",ZSBOIPHQFKYRMG-UHFFFAOYSA-N,13.0
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-methylheptane-1-sulphonamide",KDHCALLFPWZTPN-UHFFFAOYSA-N,1.3e-05
"1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(2-hydroxyethyl)-N-methylpentane-1-sulphonamide",BRBCKWCOTRPYGH-UHFFFAOYSA-N,3.4
N-(3-(dimethylamino)propyl)-nonafluoro-1-butanesulfonamide,XMRMVBVJGSKMEN-UHFFFAOYSA-N,2.1
heptadecafluoro-N-methyloctanesulphonamide,SRMWNTGHXHOWBT-UHFFFAOYSA-N,2.4e-06
"N-ethyl-1,1,2,2,3,3,4,4,5,5,5-undecafluoro-N-(2-hydroxyethyl)-1-pentanesulfonamide",GBPAQIZWHVCENQ-UHFFFAOYSA-N,2.5
"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)-N-methyl-1-hexanesulfonamide",UYIBZOUSVFOPJK-UHFFFAOYSA-N,0.64
"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(2-hydroxyethyl)hexane-1-sulfonamide",SSGYCIQAXNQIBC-UHFFFAOYSA-N,0.47
2-{methyl[(nonafluorobutyl)sulfonyl]\+amino}ethyl acrylate,KEMCLRGAIUJRAN-UHFFFAOYSA-N,0.51
N-ethyl perfluorooctane sulfonamide,CCEKAJIANROZEO-UHFFFAOYSA-N,1.8e-06
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-N-methylheptane-1-sulphonamide",UIZUTEDYGNRNSW-UHFFFAOYSA-N,0.12
N-methyl perfluorooctane sulfonamidoethanol,PLGACQRCZCVKGK-UHFFFAOYSA-N,0.023
"N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(2-hydroxyethyl)-1-heptanesulfonamide",HINASMOVWHGCAK-UHFFFAOYSA-N,0.09
mefluidide,OKIBNKKYNPBDRS-UHFFFAOYSA-N,760000.0
"N-(3-(dimethylamino)propyl)-1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-1-hexanesulfonamide",INDOGKYZYLAGEM-UHFFFAOYSA-N,0.077
"2-(methyl-(1,1,2,2,3,3,4,4,5,5,5-undecafluoropentylsulfonyl)amino)ethyl prop-2-enoate",FZWFDJBZTLTRGH-UHFFFAOYSA-N,0.097
2-(methyl((nonafluorobutyl)sulphonyl)\+amino)ethyl methacrylate,BEIWUHUHJDEMQO-UHFFFAOYSA-N,0.33
N-(3-(dimethylamino)propyl)\+pentadecafluoro-1-heptanesulfonamide,RFJQYRXZGNILIY-UHFFFAOYSA-N,0.015
acrylic acid 2-[methyl[(tridecafluorohexyl)sulfonyl]\+amino]ethyl ester,HLKZFXXWGVPYAY-UHFFFAOYSA-N,0.018
N-ethyl perfluorooctane sulfonamidoethanol,HUFHNYZNTFSKCT-UHFFFAOYAI,0.017
florasulam,QZXATCCPQKOEIH-UHFFFAOYSA-N,1700000.0
2-(methyl((pentadecafluoroheptyl)\+sulphonyl)amino)ethyl acrylate,BEYGZFVOTUDDJK-UHFFFAOYSA-N,0.0035
flazasulfuron,HWATZEJQIXKWQS-UHFFFAOYSA-N,1600000.0
N-methyl perfluorooctane sulfonamidoethylacrylate,RTJZWOGSCLVJLD-UHFFFAOYSA-N,0.044
pyrasulfotole,CZRVDACSCJKRFL-UHFFFAOYSA-N,700000000.0
flufenacet,IANUJLZYFUDJIH-UHFFFAOYSA-N,1700.0
"N-butyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(2-hydroxyethyl)-1-octanesulfonamide",AQWROZBAYZBWIH-UHFFFAOYSA-N,0.0097
ethyl N-ethyl-N-[(heptadecafluorooctyl)\+sulphonyl]glycinate,LMUUXHHNCDERBQ-UHFFFAOYSA-N,1.3e-05
2-(((heptadecafluorooctyl)sulfonyl)\+methylamino)ethyl methacrylate,UZMOXNBUTMPDCX-UHFFFAOYSA-N,0.00042
isoxaflutole,OYIKARCXOQLFHF-UHFFFAOYSA-N,53000.0
primisulfuron-methyl,ZTYVMAQSHCZXLF-UHFFFAOYSA-N,7000000.0
penoxsulam,SYJGKVOENHZYMQ-UHFFFAOYSA-N,9000000000000.0
pantoprazole,IQPSEEYGBUAQFF-UHFFFAOYSA-N,170000000000000.0
2-(N-ethylperfluorooctanesulfamido)ethyl methacrylate,DBCGADAHIXJHCE-UHFFFAOYSA-N,0.00032
thiazopyr,YIJZJEYQBAAWRJ-UHFFFAOYSA-N,21.0
celecoxib,RZEKVGVHFLEQIL-UHFFFAOYSA-N,13000000.0
2-{butyl[(heptadecafluorooctyl)sulfonyl]\+amino}ethyl acrylate,AQQNNAXBGPWALO-UHFFFAOYSA-N,0.00029
thidiazimin,HZKBYBNLTLVSPX-JZJYNLBNSA-N,350000000.0
benthiavalicarb isopropyl,USRKFGIXLGKMKU-IAQYHMDHSA-N,110.0
rosuvastatin,BPRHUIZQVSMCRT-YXWZHEERSA-N,290000000000000.0
trichloromethanesulfenyl chloride,RYFZYYUIAZYQLC-UHFFFAOYSA-N,0.041
"1,1,2,2-tetrachloroethanesulfenyl chloride",LCVOCDOSGJHZFH-UHFFFAOYSA-N,0.088
2-chloroethyl ethyl sulfide,GBNVXYXIRHSYEG-UHFFFAOYSA-N,0.02
"2,2'-dichlorodiethylsulfide",QKSKPIVNLNLAAV-UHFFFAOYSA-N,0.3
pentachlorobenzenethiol,LLMLGZUZTFMXSA-UHFFFAOYSA-N,0.066
tetrasul,QUWSDLYBOVGOCW-UHFFFAOYSA-N,0.93
methanesulfonyl chloride,QARBMVPHQWIHKH-UHFFFAOYSA-N,0.22
bis(trichloromethyl)sulfone,YBNLWIZAWPBUKQ-UHFFFAOYSA-N,820.0
benzenesulfonyl chloride,CSKNSYBAZOQPLR-UHFFFAOYSA-N,1.1
4-methylbenzenesulfonyl chloride,YYROPELSRYBVMQ-UHFFFAOYSA-N,1.0
endosulfan,RDYMFSUJUZBWLH-UHFFFAOYSA-N,0.94
$\alpha$-endosulfan,RDYMFSUJUZBWLH-AMHWMVONSA-N,1.4
$\beta$-endosulfan,RDYMFSUJUZBWLH-MDBBVBRHSA-N,25.0
endosulfan sulfate,AAPVQEMYVNZIOO-UHFFFAOYSA-N,820000.0
mcpa-thioethyl,AZFKQCNGMSSWDS-UHFFFAOYSA-N,0.45
"1,1'-sulfonylbis(4-chlorobenzene)",GPAPPPVRLPGFEQ-UHFFFAOYSA-N,70.0
"1,2,4-trichloro-5-[(4-chlorophenyl)sulfonyl]benzene",MLGCXEBRWGEOQX-UHFFFAOYSA-N,6900.0
ovex,RZXLPPRPEOUENN-UHFFFAOYSA-N,62.0
sulphenone,OFCFYWOKHPOXKF-UHFFFAOYSA-N,52.0
aramite,YKFRAOGHWKADFJ-UHFFFAOYSA-N,52.0
6-chloro-2-(6-chloro-4-methyl-3-oxobenzo[$b$]thien-2(3H)-ylidene)-4-methylbenzo[$b$]thiophene-3(2H)-one,NDDLLTAIKYHPOD-ISLYRVAYSA-N,32000000.0
"5-chloro-3-(trichloromethyl)-1,2,4-thiadiazole",MARKPJMFLDWCID-UHFFFAOYSA-N,16.0
"2,4-dichloro-6-(methylthio)-1,3,5-triazine",MWPZLWRHHPWTFS-UHFFFAOYSA-N,13.0
chlorthiamid,KGKGSIUWJCAFPX-UHFFFAOYSA-N,35000.0
(2-chlorophenyl)thiourea,YZUKKTCDYSIWKJ-UHFFFAOYSA-N,99.0
"2-chloroallyl-N,N-diethyldithiocarbamate",XJCLWVXTCRQIDI-UHFFFAOYSA-N,1.5
thiacloprid,HOKKPVIRMVDYPB-UHFFFAOYSA-N,900000000.0
chloromethiuron,IBZZDPVVVSNQOY-UHFFFAOYSA-N,200000.0
etridiazole,KQTVWCSONPJJPE-UHFFFAOYSA-N,0.33
4-chloro-3-nitrobenzenesulfonamide,SPZGXONNVLTQDE-UHFFFAOYSA-N,8200.0
clothianidin,PGOOBECODWQEAB-UHFFFAOYSA-N,34000000000.0
chlobenthiazone,QCPASDYEQAVIJF-UHFFFAOYSA-N,1.3
prothiocarb hydrochloride,NMFAMPYSJHIYMR-UHFFFAOYSA-N,2500000000.0
thicyofen,GNOOAFGERMHQJE-UHFFFAOYSA-N,23000000000.0
thiamethoxam,NWWZPOKUUAIXIW-DHZHZOJOSA-N,2100000000.0
"4-amino-3,5-dichloro-N-ethyl-2-methylbenzenesulfonamide",SBBHTEMLRJJIGK-UHFFFAOYSA-N,38000.0
dichlofluanid,WURGXGVFSMYFCG-UHFFFAOYSA-N,190.0
captan,LDVVMCZRFWMZSG-UHFFFAOYSA-N,1400.0
folpet,HKIOYBQGHSTUDB-UHFFFAOYSA-N,130.0
captafol,JHRWWRDRBPCWTF-UHFFFAOYSA-N,3700.0
diallate,SPANOECCGNXGNR-UITAMQMPSA-N,2.6
triallate,MWBPRDONLNQCFV-UHFFFAOYSA-N,0.82
tolylfluanid,HYVWIQDYBVKITD-UHFFFAOYSA-N,13.0
S-(4-chlorobenzyl) diethylthiocarbamate,QHTQREMOGMZHJV-UHFFFAOYSA-N,19.0
furosemide,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,25000000000.0
chlorsulfuron,VJYIFXVZLXQVHO-UHFFFAOYSA-N,32000.0
phosalone,IOUNQDKNJZEDEP-UHFFFAOYSA-N,25.0
dimethenamid,JLYFCTQDENRSOL-UHFFFAOYSA-N,450.0
dimethenamid-p,JLYFCTQDENRSOL-VIFPVBQESA-N,2100.0
cyazofamid,YXKMMRDKEKCERS-UHFFFAOYSA-N,25.0
prothioconazole,MNHVNIJQQRJYDH-UHFFFAOYSA-N,22000.0
chlorimuron-ethyl,NSWAMPCUPHPTTC-UHFFFAOYSA-N,5500000000.0
clopidogrel,GKTWGGQPFAXNFI-HNNXBMFYSA-N,4500.0
hexythiazox,XGWIJUOSCAQSSV-XHDPSFHLSA-N,420.0
clethodim,INNPZTGYZSAJFN-ZTVUPKSFSA-N,820000.0
clindamycin,KDLRVYVGXIQJDK-AWPVFWJPSA-N,3.4e+16
vismodegib,BPQMGSKTAYIVFO-UHFFFAOYSA-N,620000000000.0
pyridaben,DWFZBUWUXWZWKD-UHFFFAOYSA-N,0.21
tembotrione,IUQAXCIUEPFPSF-UHFFFAOYSA-N,5800000000.0
fluothiuron,YFEUKKUPOVGUIW-UHFFFAOYSA-N,23000000000.0
sulfentrazone,OORLZFUTLGXMEF-UHFFFAOYSA-N,15000000.0
flurazole,MKQSWTQPLLCSOB-UHFFFAOYSA-N,40.0
fipronil,ZOCSXAVNDGMNBV-UHFFFAOYSA-N,12000.0
fluthiacet-methyl,ZCNQYNHDVRPZIH-UHFFFAOYSA-N,4700.0
vemurafenib,GPXBXXGIAQBQNI-UHFFFAOYSA-N,820000000000.0
tetrabromobisphenol S,JHJUYGMZIWDHMO-UHFFFAOYSA-N,150000000000.0
"1,3-dibromo-5-[3,5-dibromo-4-(2,3-dibromopropoxy)benzenesulfonyl]-2-(2,3-dibromopropoxy)benzene",CWZVMVIHYSYLSI-UHFFFAOYSA-N,820000000.0
bromphenol blue,UDSAIICHUKSCKT-UHFFFAOYSA-N,19000000000000.0
bromcresol green,FRPHFZCDPYBUAU-UHFFFAOYSA-N,15000000000000.0
bromocresol purple,ABIUHPWEYMSGSR-UHFFFAOYSA-N,9900000000000.0
difethialone,VSVAQRUUFVBBFS-UHFFFAOYSA-N,9.9
amisulbrom,BREATYVWRHIPIY-UHFFFAOYSA-N,47.0
amical 48,XOILGBPDXMVFIP-UHFFFAOYSA-N,1300.0
flubendiamide,ZGNITFSDLCMLGI-UHFFFAOYSA-N,0.045
9-icosyl-9-phosphabicyclo[4.2.1]nonane,UNOOEFGBOLKBFW-UHFFFAOYSA-N,3.1e-05
triphenylphosphine,RIOQSEWOXXDEQQ-UHFFFAOYSA-N,430.0
"phosphoric acid, trimethyl ester",WVLBCYQITXONBZ-UHFFFAOYSA-N,1400.0
trimethyl phosphite,CYTQBVOFDCPGCX-UHFFFAOYSA-N,0.9
dimethyl methylphosphonate,VONWDASPFIQPDY-UHFFFAOYSA-N,7.6
diethyl hydrogen phosphite,MJUJXFBTEFXVKU-UHFFFAOYSA-N,1.7
triethylphosphate,DQWPFSLDHJDLRL-UHFFFAOYSA-N,270.0
mevinphos,GEPDYQSQVLXLEU-AATRIKPKSA-N,240000.0
diisopropyl methanephosphonate,WOAFDHWYKSOANX-UHFFFAOYSA-N,0.22
