Species,InChIKey,Hcp
hexabromobenzene,CAYGQBVSOZLICD-UHFFFAOYSA-N,0.093
(bromomethyl)-benzene,AGEZXYOZHKGVCM-UHFFFAOYSA-N,0.0014
$p$-bromobenzyl bromide,YLRBJYMANQKEAW-UHFFFAOYSA-N,0.036
1-bromo-2-methylbenzene,QSSXJPIWXQTSIX-UHFFFAOYSA-N,0.0041
1-bromo-3-methylbenzene,WJIFKOVZNJTSGO-UHFFFAOYSA-N,0.0015
1-bromo-4-methylbenzene,ZBTMRBYMKUEVEU-UHFFFAOYSA-N,0.0034
"3,5-dibromotoluene",DPKKOVGCHDUSAI-UHFFFAOYSA-N,0.017
pentabromotoluene,OZHJEQVYCBTHJT-UHFFFAOYSA-N,0.4
1-bromo-2-ethylbenzene,HVRUGFJYCAFAAN-UHFFFAOYSA-N,0.003
1-bromo-4-ethylbenzene,URFPRAHGGBYNPW-UHFFFAOYSA-N,0.0031
1-(bromomethyl)-2-methylbenzene,WGVYCXYGPNNUQA-UHFFFAOYSA-N,0.013
1-(bromomethyl)-3-methylbenzene,FWLWTILKTABGKQ-UHFFFAOYSA-N,0.013
1-(bromomethyl)-4-methylbenzene,WZRKSPFYXUXINF-UHFFFAOYSA-N,0.013
(2-bromoethyl)-benzene,WMPPDTMATNBGJN-UHFFFAOYSA-N,0.0065
2-bromostyrene,SSZOCHFYWWVSAI-UHFFFAOYSA-N,0.009
(2-bromoethenyl)benzene,YMOONIIMQBGTDU-VOTSOKGWSA-N,0.018
"2,3,4,5,6-pentabromoethylbenzene",FIAXCDIQXHJNIX-UHFFFAOYSA-N,0.12
1-bromo-2-(2-propyl)-benzene,LECYCYNAEJDSIL-UHFFFAOYSA-N,0.0017
1-bromonaphthalene,DLKQHBOKULLWDQ-UHFFFAOYSA-N,0.082
decabromobiphenyl,AQPHBYQUCKHJLT-UHFFFAOYSA-N,230.0
"4-bromo-1,1'-biphenyl",PKJBWOWQJHHAHG-UHFFFAOYSA-N,0.06
octabromobiphenyl,NDRKXFLZSRHAJE-UHFFFAOYSA-N,4100.0
hexabromobiphenyl,PTJQVJQAZSLKJO-UHFFFAOYSA-N,2.3
"2,2',4,4',5,5'-hexabromo-1,1'-biphenyl",HMBBJSKXDBUNNT-UHFFFAOYSA-N,2.3
"1,2-bis(pentabromophenyl) ethane",BZQKBFHEWDPQHD-UHFFFAOYSA-N,150.0
"1,3,6,8-tetrabromopyrene",ZKBKRTZIYOKNRG-UHFFFAOYSA-N,47.0
6-bromobenzo[$a$]pyrene,MJSYSGSEEADMTK-UHFFFAOYSA-N,120.0
bromomethanol,OEDMOCYNWLHUDP-UHFFFAOYSA-N,20.0
dibromomethanol,WICMSCLXMMZMFF-UHFFFAOYSA-N,170.0
tribromomethanol,ACRXLLXANWELLX-UHFFFAOYSA-N,1500.0
formyl bromide,AIFARXRIYKCEEV-UHFFFAOYSA-N,0.73
carbonyl bromide,MOIPGXQKZSZOQX-UHFFFAOYSA-N,0.21
bromomethyl peroxide,inchikey,25.0
dibromomethyl peroxide,inchikey,220.0
tribromomethyl peroxide,inchikey,1900.0
bromoethanoic acid,KDPAWGWELVVRCH-UHFFFAOYSA-N,1500.0
dibromoethanoic acid,SIEILFNCEFEENQ-UHFFFAOYSA-N,2300.0
tribromoethanoic acid,QIONYIKHPASLHO-UHFFFAOYSA-N,3000.0
"2,3-dibromopropyl alcohol",QWVCIORZLNBIIC-UHFFFAOYSA-N,160.0
bromoacetone,VQFAIAKCILWQPZ-UHFFFAOYSA-N,1.7
(bromomethyl)oxirane,GKIPXFAANLTWBM-UHFFFAOYSA-N,4.1
"2,3-dibromobutane-1,4-diol",OXYNQEOLHRWEPE-QWWZWVQMSA-N,3200.0
"bromoacetic acid, ethyl ester",PQJJJMRNHATNKG-UHFFFAOYSA-N,0.37
brometone,JUGRTVJQTFZHOM-UHFFFAOYSA-N,1000.0
"2,2-bis(bromomethyl)-1,3-propanediol",CHUGKEQJSLOLHL-UHFFFAOYSA-N,2400.0
trisbromoneopentyl alcohol,HQWKMYFWGMCJSW-UHFFFAOYSA-N,770.0
2-bromophenol,VADKRMSMGWJZCF-UHFFFAOYSA-N,45.0
3-bromophenol,MNOJRWOWILAHAV-UHFFFAOYSA-N,45.0
4-bromophenol,GZFGOTFRPZRKDS-UHFFFAOYSA-N,67.0
"2,4-dibromophenol",FAXWFCTVSHEODL-UHFFFAOYSA-N,110.0
"2,6-dibromophenol",SSIZLKDLDKIHEV-UHFFFAOYSA-N,110.0
"2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,210.0
"2,3,4,6-tetrabromophenol",CXPJZISGVIVNEL-UHFFFAOYSA-N,700.0
pentabromophenol,SVHOVVJFOWGYJO-UHFFFAOYSA-N,1800.0
1-bromo-2-methoxybenzene,HTDQSWDEWGSAMN-UHFFFAOYSA-N,0.029
1-bromo-3-methoxybenzene,PLDWAJLZAAHOGG-UHFFFAOYSA-N,0.0072
1-bromo-4-methoxybenzene,QJPJQTDYNZXKQF-UHFFFAOYSA-N,0.011
"1,5-dibromo-2-methoxybenzene",XGXUGXPKRBQINS-UHFFFAOYSA-N,0.081
"1,3-dibromo-2-methoxybenzene",BMZVDHQOAJUZJL-UHFFFAOYSA-N,0.037
"1,3,4-tribromo-2-methoxybenzene",XZYCSFIRWAPGJV-UHFFFAOYNA-N,0.0052
"1,3,5-tribromo-2-methoxybenzene",YXTRCOAFNXQTKL-UHFFFAOYSA-N,0.019
pentabromomethoxybenzene,VEFNQGLEDJPUJF-UHFFFAOYSA-N,1.0
"1,3,5-tribromo-2-methoxy-4-methylbenzene",NMPPAMFEYWGNCI-UHFFFAOYSA-N,0.44
"4,5,6,7-tetrabromo-1,3-isobenzofurandione",QHWKHLYUUZGSCW-UHFFFAOYSA-N,61.0
"allyl 2,4,6-tribromophenyl ether",RZLLIOPGUFOWOD-UHFFFAOYSA-N,0.38
"2,4-dibromo-6-methylphenyl glycidyl ether",XQTJZNGNEJLXTR-UHFFFAOYSA-N,82.0
"2-(2,4,6-tribromophenoxy)ethyl acrylate",AMBJXYFIMKHOQE-UHFFFAOYSA-N,290.0
"1,2,3',4,4',5'-hexabromodiphenyl ether",NMUPLZRHSXJCJQ-UHFFFAOYSA-N,21.0
heptabromodiphenyl oxide,NLBLNZDNOSSGPW-UHFFFAOYSA-N,52.0
"2,2',3,4,4',5,5',6-octabromodiphenyl ether",RTUZOQFRIPIWPS-UHFFFAOYSA-N,37.0
nonabromodiphenyl ether,CYRHBNRLQMLULE-UHFFFAOYSA-N,330.0
"1,2,3-tribromo-4-(3-bromophenoxy)benzene",VIHUMJGEWQPWOT-UHFFFAOYSA-N,1.2
"4,4'-methylenebis(2,6-dibromophenol)",WPZJSWWEEJJSIZ-UHFFFAOYSA-N,75000000.0
"1,1'-[1,2-ethanediylbis(oxy)]bis pentabromobenzene",JJEPQBZQAGCZTH-UHFFFAOYSA-N,53000.0
"4,4'-dibromobenzil",NYCBYBDDECLFPE-UHFFFAOYSA-N,8000.0
"1,2-bis(2,4,6-tribromophenoxy)ethane",YATIGPZCMOYEGE-UHFFFAOYSA-N,18.0
"2-ethylhexyl-2,3,4,5-tetrabromobenzoate",HVDXCGSGEQKWGB-UHFFFAOYSA-N,1.6
tribromobisphenol A,WYBOEVJIVYIEJL-UHFFFAOYSA-N,110.0
"4,4'-(1-methylethylidene)bis(2,6-dibromophenol)",VEORPZCZECFIRK-UHFFFAOYSA-N,240.0
"4-[2-[2,6-bis(bromanyl)-4-oxidanyl-phenyl]propan-2-yl]-3,5-bis(bromanyl)phenol",KIZJVNGSIWXYTL-UHFFFAOYSA-N,42000000.0
"2-(2-hydroxyethoxy)ethyl 2-hydroxypropyl 3,4,5,6-tetrabromophthalate",OQHHASWHOGRCRC-UHFFFAOYSA-N,36000000000.0
bromopropylate,FOANIXZHAMJWOI-UHFFFAOYSA-N,21.0
"1,2,4,5-tetrabromo-3,6-bis(pentabromophenoxy)benzene",YMIUHIAWWDYGGU-UHFFFAOYSA-N,1500000.0
"2,2-bis(3,5-dibromo-4-(2-hydroxyethoxy)phenyl)propane",RVHUMFJSCJBNGS-UHFFFAOYSA-N,56000000.0
solvent red 43,DBZJJPROPLPMSN-UHFFFAOYSA-N,4400000000000.0
"2,2-bis[4-(2,3-dibromopropoxy)-3,5-dibromophenyl]-propane",LXIZRZRTWSDLKK-UHFFFAOYSA-N,240000.0
"2,2-bis(4-allyloxy-3,5-dibromophenyl)propane",PWXTUWQHMIFLKL-UHFFFAOYSA-N,77.0
AC1MJ2TG,UTMWVHZWNKBNKF-UHFFFAOYSA-N,130000000.0
"tetrabromophenolphthalein, ethyl ester",SQFXATUXPUCFFO-UHFFFAOYSA-N,100000000000.0
"4,10-dibromodibenzo[$def,mno$]\+chrysene-6,12-dione",HTENFZMEHKCNMD-UHFFFAOYSA-N,5800000.0
"bis(2-ethylhexyl)-3,4,5,6-tetrabromophthalate",UUEDINPOVKWVAZ-UHFFFAOYSA-N,400.0
bromadiolone,OWNRRUFOJXFKCU-UHFFFAOYSA-N,1100000.0
brodifacoum,VEUZZDOCACZPRY-UHFFFAOYSA-N,460.0
4-bromodiphenyl ether,JDUYPUMQALQRCN-UHFFFAOYSA-N,0.05
"4,4'-dibromodiphenyl ether",YAWIAFUBXXPJMQ-UHFFFAOYSA-N,0.083
"2,4,4'-tribromodiphenyl ether",UPNBETHEXPIWQX-UHFFFAOYSA-N,0.11
"2,2',4,4'-tetrabromodiphenyl ether",XYBSIYMGXVUVGY-UHFFFAOYSA-N,0.16
"2,3',4,4'-tetrabromodiphenyl ether",DHUMTYRHKMCVAG-UHFFFAOYSA-N,2.0
"3,3',4,4'-tetrabromodiphenyl ether",RYGLOWMCGZHYRQ-UHFFFAOYSA-N,0.83
"2,2',3,4,4'-pentabromodiphenyl ether",DMLQSUZPTTUUDP-UHFFFAOYSA-N,9.1
"2,2',4,4',5-pentabromodiphenyl ether",WHPVYXDFIXRKLN-UHFFFAOYSA-N,0.62
"2,2',4,4',6-pentabromodiphenyl ether",NSKIRYMHNFTRLR-UHFFFAOYSA-N,0.33
"2,3',4,4',5-pentabromodiphenyl ether",SFNAUTSNWPPDSY-UHFFFAOYSA-N,0.62
"2,2',4,4',5,5'-hexabromodiphenyl ether",RZXIRSKYBISPGF-UHFFFAOYSA-N,3.5
"2,2',4,4',5,6'-hexabromodiphenyl ether",VHNPZYZQKWIWOD-UHFFFAOYSA-N,7.3
"2,2',3,4,4',5',6-heptabromodiphenyl ether",ILPSCQCLBHQUEM-UHFFFAOYSA-N,140.0
"2,2',3,3',4,4',5,5',6,6'-decabromodiphenyl ether",WHHGLZMJPXIBIX-UHFFFAOYSA-N,18.0
dibromoacetonitrile,NDSBDLSWTGLNQA-UHFFFAOYSA-N,24.0
bromoacetonitrile,REXUYBKPWIPONM-UHFFFAOYSA-N,2.8
"1,2-dibromo-2,4-dicyanobutane",DHVLDKHFGIVEIP-UHFFFAOYSA-N,1200.0
4-bromobenzenamine,WDFQBORIUYODSI-UHFFFAOYSA-N,11.0
"2,4,6-tribromobenzenamine",GVPODVKBTHCGFU-UHFFFAOYSA-N,82.0
"N,N'-dimethyl-3,3',4,4',5,5'-hexabromo-2,2'-bipyrrole",BUKWTHPBLJVYMZ-UHFFFAOYSA-N,500.0
"1,1'-ethylene 2,2'-dipyridylium dibromide",JXEXEPZXXFNEHA-UHFFFAOYSA-M,70000000.0
tralomethrin,YWSCPYYRJXKUDB-KAKFPZCNSA-N,25000.0
bromomethyl peroxynitrate,JTAFUKGUWIYDNI-UHFFFAOYSA-N,0.35
dibromomethyl peroxynitrate,inchikey,3.0
tribromomethyl peroxynitrate,inchikey,4.0
"2,2-dibromo-2-cyanoacetamide",UUIVKBHZENILKB-UHFFFAOYSA-N,520.0
bronopol,LVDKZNITIUWNER-UHFFFAOYSA-N,760000.0
"2,6-dibromo-4-nitroaniline",YMZIFDLWYUSZCC-UHFFFAOYSA-N,8200.0
"2-bromo-4,6-dinitroaniline",KWMDHCLJYMVBNS-UHFFFAOYSA-N,39000.0
3-bromonitrobenzene,FWIROFMBWVMWLB-UHFFFAOYSA-N,5.4
"3,5-dibromo-4-hydroxy-benzonitrile",UPMXNNIRAGDFEH-UHFFFAOYSA-N,740.0
"2,6-dibromo-3-methyl-4-nitroanisole",RBAJFFLBHVZCDY-UHFFFAOYSA-N,45.0
bromacil,CTSLUCNDVMMDHG-UHFFFAOYSA-N,76000.0
N'-(4-bromophenyl)-N-methoxy-N-methylurea,WLFDQEVORAMCIM-UHFFFAOYSA-N,3200.0
bromuron,GSNZNZUNAJCHDO-UHFFFAOYSA-N,20000.0
"tris(2,3-dibromopropyl)isocyanurate",NZUPFZNVGSWLQC-UHFFFAOYSA-N,8200000000000.0
bromofenoxim,VTQWKUZUPOTXEH-UHFFFAOYSA-N,130000.0
tribromsalan,KVSKGMLNBAPGKH-UHFFFAOYSA-N,970000.0
"1-amino-2,4-dibromo-9,10-anthracenedione",ZINRVIQBCHAZMM-UHFFFAOYSA-N,55000000.0
"2,6-dibromo-4-cyanophenyl octanoate",DQKWXTIYGWPGOO-UHFFFAOYSA-N,0.31
"(2$E$)-N,N'-bis(2,4,6-tribromophenyl)-2-butenediamide",IJUNKLAVMFKPCX-OWOJBTEDSA-N,9000000000.0
SAYTEX BT 93,DYIZJUDNMOIZQO-UHFFFAOYSA-N,2700000000000000.0
SAYTEX BN 451,WOFYQUJNULCFLN-UHFFFAOYSA-N,2500000000000000.0
deltamethrin,OWZREIFADZCYQD-NSHGMRRFSA-N,2.0
"2,2'-(methylenedi-4,1-phenylene)bis(4,5,6,7-tetrabromo-1H-isoindole-1,3(2H)-dione",RHFKNNBDKARGKL-UHFFFAOYSA-N,530000000000000.0
bromotrifluoromethane,RJCQBQGAPKAMLL-UHFFFAOYSA-N,2e-05
dibromodifluoromethane,AZSZCFSOHXEJQE-UHFFFAOYSA-N,0.00033
"1-bromo-1,2,2,2-tetrafluoroethane",RZXZIZDRFQFCTA-UHFFFAOYSA-N,0.00012
"1,2-dibromotetrafluoroethane",KVBKAPANDHPRDG-UHFFFAOYSA-N,2.7e-07
4-bromofluorobenzene,AITNMTXHTIIIBB-UHFFFAOYSA-N,0.0053
bromopentafluorobenzene,XEKTVXADUPBFOA-UHFFFAOYSA-N,0.0021
bromethalin,USMZPYXTVKAYST-UHFFFAOYSA-N,2500.0
bromochloromethane,JPOXNPPZZKNXOV-UHFFFAOYSA-N,0.0066
bromodichloromethane,FMWLUWPQPKEARP-UHFFFAOYSA-N,0.004
bromotrichloromethane,XNNQFQFUQLJSQT-UHFFFAOYSA-N,0.027
dibromochloromethane,GATVIKZLVQHOMN-UHFFFAOYSA-N,0.0086
1-chloro-2-bromoethane,IBYHHJPAARCAIE-UHFFFAOYSA-N,0.011
"1,2-dibromo-1,1-dichloroethane",FIYBYNHDEOSJPL-UHFFFAOYSA-N,0.062
1-bromo-3-chloropropane,MFESCIUQSIBMSM-UHFFFAOYSA-N,0.039
"1,2-dibromo-3-chloropropane",WBEJYOJJBDISQU-UHFFFAOYSA-N,0.097
"1,2,3,4,5-pentabromo-6-chlorocyclohexane",UZOSVZSBPTTWIG-UHFFFAOYSA-N,10.0
"1,2,3,4-tetrabromo-5,6-dichlorocyclohexane",GABFTOZBVQIDBB-UHFFFAOYSA-N,3.4
"1,2,3-tribromo-4,5,6-trichlorocyclohexane",ZDEQCIGFZLZXBZ-UHFFFAOYSA-N,1.1
1-bromo-4-chlorobenzene,NHDODQWIKUYWMW-UHFFFAOYSA-N,0.0068
"1,2,4-tribromo-3,5,6-trichlorobenzene",XAIKFWSNTFEXDC-UHFFFAOYSA-N,0.041
1-(bromomethyl)-2-chlorobenzene,PURSZYWBIQIANP-UHFFFAOYSA-N,0.019
2-bromo-4-chloro-1-methoxybenzene,YJEMGEBDXDPBSP-UHFFFAOYSA-N,0.018
2-bromo-6-chloro-1-methoxybenzene,NWOYYECMNBWCNK-UHFFFAOYSA-N,0.014
4-bromo-2-chloro-1-methoxybenzene,FPIQNBOUYZLESW-UHFFFAOYSA-N,0.013
"2-bromo-3,5-dichloro-1-methoxybenzene",inchikey,0.011
"2-bromo-4,6-dichloro-1-methoxybenzene",OEYKUHBCPJRXGZ-UHFFFAOYSA-N,0.0082
"4-bromo-2,3-dichloro-1-methoxybenzene",BTRCDLZQISXWHZ-UHFFFAOYSA-N,0.011
"4-bromo-2,6-dichloro-1-methoxybenzene",OAYSFAKCFYRCRU-UHFFFAOYSA-N,0.012
"4-bromo-3,5-dichloro-1-methoxybenzene",inchikey,0.011
"3-bromo-2,6-dichloro-1-methoxybenzene",ANLVZYYGYBXMIX-UHFFFAOYNA-N,0.011
"5-bromo-2,4-dichloro-1-methoxybenzene",inchikey,0.011
"6-bromo-2,3-dichloro-1-methoxybenzene",inchikey,0.011
"6-bromo-2,5-dichloro-1-methoxybenzene",BVSOVPUWHJWGEP-UHFFFAOYSA-N,0.0077
"2-bromo-3,4,5-trichloro-1-methoxybenzene",inchikey,0.0098
"3-bromo-2,4,6-trichloro-1-methoxybenzene",inchikey,0.01
"3-bromo-2,5,6-trichloro-1-methoxybenzene",ZUXVGCIQOSXRJN-UHFFFAOYSA-N,0.01
"4-bromo-2,3,6-trichloro-1-methoxybenzene",VZRSUQWPXPUWCS-UHFFFAOYSA-N,0.01
"6-bromo-2,3,4-trichloro-1-methoxybenzene",inchikey,0.011
"4-bromo-2,3,5,6-tetrachloro-1-methoxybenzene",inchikey,0.0092
"2,6-dibromo-3-chloro-1-methoxybenzene",AHBGIHFKTBTQJP-UHFFFAOYSA-N,0.0074
"2,6-dibromo-4-chloro-1-methoxybenzene",inchikey,0.02
"2,4-dibromo-3,5-dichloro-1-methoxybenzene",inchikey,0.0091
"2,4-dibromo-5,6-dichloro-1-methoxybenzene",inchikey,0.0098
"2,3-dibromo-5,6-dichloro-1-methoxybenzene",inchikey,0.0091
"2,6-dibromo-3,4,5-trichloro-1-methoxybenzene",inchikey,0.0086
"2,4,6-tribromo-3-chloro-1-methoxybenzene",inchikey,0.0091
"2',4',5',7'-tetrabromo-3,4,5,6-tetrachlorofluorescein",ZYIBVBKZZZDFOY-UHFFFAOYSA-N,15000000000000.0
bromochloroacetonitrile,BMWPPNAUMLRKML-UHFFFAOYSA-N,8.2
"N,N'-dimethyl-3,3',4-tribromo-4,5,5'-trichloro-2,2'-bipyrrole",JSQYFPHYSOZLPT-UHFFFAOYSA-N,7.1
"N,N'-dimethyl- 3,4,4'-tribromo-3',5,5'-trichloro-2,2'-bipyrrole",GUWAXPTVCYBOMV-UHFFFAOYSA-N,33.0
"N,N'-dimethyl-3,3',4,4'-tetrabromo-5,5'-dichloro-2,2'-bipyrrole",FQGSQKFVAAJWFY-UHFFFAOYSA-N,28.0
"N,N'-dimethyl-3,3',4,4',5-pentabromo-5'-chloro-2,2'-bipyrrole",LIYSVIAQQQEQBT-UHFFFAOYSA-N,150.0
"1-bromo-3-chloro-5,5-dimethylhydantoin",PIEXCQIOSMOEOU-UHFFFAOYSA-N,12.0
3-(4-bromo-3-chlorophenyl)-1-methoxy-1-methylurea,NLYNUTMZTCLNOO-UHFFFAOYSA-N,2200.0
"N-(4-bromo-2,6-dichloro-3-methylphenyl)acetamide",MRPNWLPYJSSISQ-UHFFFAOYSA-N,6700.0
halacrinate,YDNLKBDXQCHOTH-UHFFFAOYSA-N,240.0
bromuconazole,HJJVPARKXDDIQD-UHFFFAOYSA-N,120000.0
"5,7-dibromo-2-(5-bromo-7-chloro-1,3-dihydro-3-oxo-2H-indol-2-ylidene)-1,2-dihydro-3H-indol-3-one",UOWUGDPSFZLTMZ-BUHFOSPRSA-N,4200000000.0
chlorantraniliprole,IZCBNTYXTMZSDP-UHFFFAOYSA-N,7000000000000000.0
tribromofluoromethane,IHZAEIHJPNTART-UHFFFAOYSA-N,0.0015
bromochlorodifluoromethane,MEXUFEQDCXZEON-UHFFFAOYSA-N,0.0001
"1-bromo-1-chloro-2,2,2-trifluoroethane",BCQZXOMGPXTTIC-UHFFFAOYSA-N,0.00056
chlorfenapyr,CWFOCCVIPCEQCK-UHFFFAOYSA-N,1700.0
fluazolate,FKLQIONHGSFYJY-UHFFFAOYSA-N,13.0
iodomethane,INQOMBQAUSQDDS-UHFFFAOYSA-N,0.002
diiodomethane,NZZFYRREKKOMAT-UHFFFAOYSA-N,0.023
triiodomethane,OKJPEAGHQZHRQV-UHFFFAOYSA-N,0.0062
iodoethane,HVTICUPFWKNHNG-UHFFFAOYSA-N,0.0015
1-iodopropane,PVWOIHVRPOBWPI-UHFFFAOYSA-N,0.0011
2-iodopropane,FMKOJHQHASLBPH-UHFFFAOYSA-N,0.00085
1-iodobutane,KMGBZBJJOKUPIA-UHFFFAOYSA-N,0.00054
2-iodobutane,IQRUSQUYPCHEKN-UHFFFAOYSA-N,0.0007
1-iodopentane,BLXSFCHWMBESKV-UHFFFAOYSA-N,0.00099
1-iodohexane,ANOOTOPTCJRUPK-UHFFFAOYSA-N,0.00082
1-iodoheptane,LMHCYRULPLGEEZ-UHFFFAOYSA-N,0.00026
iodocyclohexane,FUCOMWZKWIEKRK-UHFFFAOYSA-N,0.0039
3-iodo-1-propene,HFEHLDPGIKPNKL-UHFFFAOYSA-N,0.0038
1-iodocyclohexene,CAROGICRCNKEOD-UHFFFAOYSA-N,0.0041
iodobenzene,SNHMUERNLJLMHN-UHFFFAOYSA-N,0.0077
iodoacetic acid,JDNTWHVOXJZDSN-UHFFFAOYSA-N,240.0
2-iodophenol,KQDJTBPASNJQFQ-UHFFFAOYSA-N,14.0
3-iodophenol,FXTKWBZFNQHAAO-UHFFFAOYSA-N,70.0
4-iodophenol,VSMDINRNYYEDRN-UHFFFAOYSA-N,46.0
erythrosine,OALHHIHQOFIMEF-UHFFFAOYSA-N,39000000000000.0
"4-hydroxy-3,5-diiodo-benzonitrile",NRXQIUSYPAHGNM-UHFFFAOYSA-N,130.0
3-iodo-2-propynyl butylcarbamate,WYVVKGNFXHOCQV-UHFFFAOYSA-N,82.0
diatrizoic acid,YVPYQUNUQOZFHG-UHFFFAOYSA-N,3500000000000.0
iothalamic acid,UXIGWFXRQKWHHA-UHFFFAOYSA-N,4400000000000.0
benodanil,LJOZMWRYMKECFF-UHFFFAOYSA-N,620000.0
iopamidol,XQZXYNRDCRIARQ-LURJTMIESA-N,9e+19
ioxaglic acid,TYYBFXNZMFNZJT-UHFFFAOYSA-N,2.7e+35
"1,1,1,2,2,3,3-heptafluoro-5-iodopentane",TZNRRNKRZXHADL-UHFFFAOYSA-N,4.6e-06
5-diethylamiloride,CXHFIVFPHDGZIS-UHFFFAOYSA-N,8.8e-07
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-8-iodooctane",NVVZEKTVIXIUKW-UHFFFAOYSA-N,3.2e-08
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-10-iododecane",XVKJSLBVVRCOIT-UHFFFAOYSA-N,1.2e-09
chloroiodomethane,PJGJQVRXEUVAFT-UHFFFAOYSA-N,0.0088
methanethiol,LSDPWZHWYPCBBB-UHFFFAOYSA-N,0.0038
ethanethiol,DNJIEGIFACGWOD-UHFFFAOYSA-N,0.0028
"1,2-ethanedithiol",VYMPLPIFKRHAAC-UHFFFAOYSA-N,0.082
thiirane,VOVUARRWDCVURC-UHFFFAOYSA-N,0.028
1-propanethiol,SUVIGLJNEAMWEG-UHFFFAOYSA-N,0.0017
2-propanethiol,KJRCEJOSASVSRA-UHFFFAOYSA-N,0.0021
1-butanethiol,WQAQPCDUOCURKW-UHFFFAOYSA-N,0.0015
2-butanethiol,LOCHFZBWPCLPAN-UHFFFAOYSA-N,0.0014
2-methyl-1-propanethiol,BDFAOUQQXJIZDG-UHFFFAOYSA-N,0.0024
2-methyl-2-propanethiol,WMXCDAVJEZZYLT-UHFFFAOYSA-N,0.0016
"1,4-dithiane",LOZWAPSEEHRYPG-UHFFFAOYSA-N,0.23
1-pentanethiol,ZRKMQKLGEQPLNS-UHFFFAOYSA-N,0.00082
1-hexanethiol,PMBXCGGQNSVESQ-UHFFFAOYSA-N,0.0019
1-heptanethiol,VPIAKHNXCOTPAY-UHFFFAOYSA-N,0.0027
1-octanethiol,KZCOBXFFBQJQHH-UHFFFAOYSA-N,0.00043
{\it tert}-octanethiol,QZLAEIZEPJAELS-UHFFFAOYSA-N,0.00052
1-nonanethiol,ZVEZMVFBMOOHAT-UHFFFAOYSA-N,0.0012
1-decanethiol,VTXVGVNLYGSIAR-UHFFFAOYSA-N,0.00099
1-dodecanethiol,WNAHIZMDSQCWRP-UHFFFAOYSA-N,0.00017
dicyclohexyldisulfide,ODHAQPXNQDBHSH-UHFFFAOYSA-N,0.0025
dimethyl sulfide,QMMFVYPAHWMCMS-UHFFFAOYSA-N,0.0056
ethyl methyl sulfide,WXEHBUMAEPOYKP-UHFFFAOYSA-N,0.0042
diethyl sulfide,LJSQFQKUNVCTIA-UHFFFAOYSA-N,0.0035
dipropyl sulfide,ZERULLAPCVRMCO-UHFFFAOYSA-N,0.0033
di-(2-propyl)-sulfide,XYWDPYKBIRQXQS-UHFFFAOYSA-N,0.003
allyl methyl sulfide,NVLPQIPTCCLBEU-UHFFFAOYSA-N,0.0042
dimethyl disulfide,WQOXQRCZOLPYPM-UHFFFAOYSA-N,0.0058
diethyl disulfide,CETBSQOFQKLHHZ-UHFFFAOYSA-N,0.0037
dipropyl disulfide,ALVPFGSHPUPROW-UHFFFAOYSA-N,0.0024
carbon disulfide,QGJOPFRUJISHPQ-UHFFFAOYSA-N,0.00061
"2,3,4-trithiapentane",YWHLKYXPLRWGSE-UHFFFAOYSA-N,0.021
5-propyl-5-nonanethiol,BGQHJKADBZPYGJ-UHFFFAOYSA-N,0.00017
allyl mercaptan,ULIKDJVNUXNQHS-UHFFFAOYSA-N,0.012
"3,3'-thiobis-1-propene",UBJVUCKUDDKUJF-UHFFFAOYSA-N,0.0041
thiophene,YTPLMLYBLZKORZ-UHFFFAOYSA-N,0.0044
2-methylthiophene,XQQBUAPQHNYYRS-UHFFFAOYSA-N,0.0041
3-methylthiophene,QENGPZGAWFQWCZ-UHFFFAOYSA-N,0.0017
propyl allyl disulfide,FCSSPCOFDUKHPV-UHFFFAOYSA-N,0.0035
benzenethiol,RMVRSNDYEFQCLF-UHFFFAOYSA-N,0.029
methyl phenyl sulfide,HNKJADCVZUBCPG-UHFFFAOYSA-N,0.04
2-methylbenzenethiol,LXUNZSDDXMPKLP-UHFFFAOYSA-N,0.027
3-methylbenzenethiol,WRXOZRLZDJAYDR-UHFFFAOYSA-N,0.027
4-methylbenzenethiol,WLHCBQAPPJAULW-UHFFFAOYSA-N,0.027
benzenemethanethiol,UENWRTRMUIOCKN-UHFFFAOYSA-N,0.047
benzo[$b$]thiophene,FCEHBMOGCRZNNI-UHFFFAOYSA-N,0.041
dibenzothiophene,IYYZUPMFVPLQIF-UHFFFAOYSA-N,0.29
benzyl sulfide,LUFPJJNWMYZRQE-UHFFFAOYSA-N,1.9
carbon oxide sulfide,JJWKPURADFRFRB-UHFFFAOYSA-N,0.00021
methanesulfonic acid,AFVFQIVMOAPDHO-UHFFFAOYSA-N,
"sulfuric acid, dimethyl ester",VAYGXNSJCAHWJZ-UHFFFAOYSA-N,6.9
dimethylsulfoxide,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,980.0
dimethylsulfone,HHVIBTZHLRERCL-UHFFFAOYSA-N,0.005
mercaptoacetic acid,CWERGRDVMFNCDR-UHFFFAOYSA-N,520.0
2-mercaptoethanol,DGVVWUTYPXICAM-UHFFFAOYSA-N,55.0
"methanesulfonic acid, methyl ester",MBABOKRGFJTBAE-UHFFFAOYSA-N,2.5
