1,2
[85-00-7],
tralomethrin,2.5 104×
C22H19NO3Br4,
[66841-25-6],
bromomethyl peroxynitrate,3.5 10−1×
CH2BrO2NO2,
dibromomethyl peroxynitrate,3.0
CHBr2O2NO2,
tribromomethyl peroxynitrate,4.0
CBr3O2NO2,
"2,2-dibromo-2-cyanoacetamide",5.2×102
C3H2Br2N2O,
"(2,2-dibromo-3-nitrilopropionamide)",
[10222-01-2],
bronopol,7.6×105
C3H6BrNO4,
[52-51-7],
"2,6-dibromo-4-nitroaniline",8.2 ×103
C6H4Br2N2O2,1.7×102
[827-94-1],1.9×103
"2-bromo-4,6-dinitroaniline",3.9×104
C6H4BrN3O4,2.7 ×102
[1817-73-8],1.8 ×103
3-bromonitrobenzene,5.4
C6H4BrNO2,
(m-bromonitrobenzene),
[585-79-5],
"3,5-dibromo-4-hydroxy-benzonitrile",7.4×102
C7H3Br2NO,
[1689-84-5],
"2,6-dibromo-3-methyl-4-nitroanisole",4.5×101
C8H7Br2NO3,3.5×101
[62265-99-0],4.7
bromacil,7.6 ×104
C9H13BrN2O2,7.8×104
[314-40-9],5.3×102
N’-(4-bromophenyl)-N-methoxy-N-,3.2 ×103
methylurea,
C9H11BrN2O,3.2×103
(metobromuron),
[3060-89-7],
bromuron,2.0×104
C9H11BrN2O,
[3408-97-7],
"tris(2,3-dibromopropyl)isocyanurate",8.2×10
C12H15Br6N3O3,6.5×107
[52434-90-9],2.7 108×
bromofenoxim,1.3×105
C13H7Br2N3O6,
[13181-17-4],
tribromsalan,9.7 105×
C13H8Br3NO2,1.2×106
[87-10-5],1.6×106
"1-amino-2,4-dibromo-9,10-",5.5 ×107
anthracenedione,
C14H7Br2NO2,
"(1-amino-2,4-dibromoanthraquinone)",
[81-49-2],
"2,6-dibromo-4-cyanophenyl octanoate",3.1 10−1×
C15H17BrNO2,
[1689-99-2],
"(2E)-N,N’-bis(2,4,6-tribromophenyl)-",9.0 ×109
2-butenediamide,
C16H8Br6N2O2,5.1×108
[92484-07-6],6.2 ×109
SAYTEX BT 93,2.7 ×1015
C18H4Br8N2O4,2.7×1015
[32588-76-4],2.3×1011
SAYTEX BN 451,2.5×1015
C20H20Br4N 2 O4,1.4 ×1011
[52907-07-0],5.7×1011
deltamethrin,2.0
C22H19Br2NO3,4.0×10−1
[52918-63-5],2.0
"2,2’-(methylenedi-4,1-",5.3×1014
"phenylene)bis(4,5,6,7-tetrabromo-",
"1H-isoindole-1,3(2H)-dione",
C 29 H10N2O4Br8,1.7×1014
[32588-74-2],9.5 ×109
"Bromine, c",hlorine and
bromotrifluoromethane,2.0×10−5
CF3Br,2.0×10−5
[75-63-8],3.2 10−5×
dibromodifluoromethane,3.3×10−4
CBr2F2,
[75-61-6],
"1-bromo-1,2,2,2-tetrafluoroethane",1.2 10−4×
C2HBrF4,2.1×10−4
(teflurane),1.7 10−4×
[124-72-1],
"1,2-dibromotetrafluoroethane",2.7 ×10−7
C2Br2F4,
[124-73-2],
4-bromofluorobenzene,5.3 ×10−3
C6H4BrF,
[460-00-4],
bromopentafluorobenzene,2.1 ×10−3
C6BrF5,1.6×10−4
[344-04-7],1.4×10−4
bromethalin,2.5 103×
C14H7Br3F3N3O4,
[63333-35-7],
bromochloromethane,6.6 10−3×
CH2BrCl,7.8 ×10−3
[74-97-5],6.8 ×10−3
bromodichloromethane,4.0×10−3
CHCl 2Br,4.0 ×10−3
[75-27-4],4.8×10−3
bromotrichloromethane,2.7×10−2
CBrCl3,
[75-62-7],
dibromochloromethane,8.6 10−3×
CHClBr2,8.6×10−3
[124-48-1],8.7 10−3×
1-chloro-2-bromoethane,1.1×10−2
C2H4BrCl,1.1 ×10−2
[107-04-0],1.8×10−2
"1,2-dibromo-1,1-dichloroethane",6.2 ×10−2
C2H2Br2Cl2,
[75-81-0],
1-bromo-3-chloropropane,3.9×10
C3H6BrCl,
[109-70-6],
"1,2-dibromo-3-chloropropane",9.7×10−2
C 3 H 5 Br 2Cl,5.0 ×10−1
[96-12-8],6.6 10−2×
"1,2,3,4,5-pentabromo-6-",1.0×101
chlorocyclohexane,
C6H6Br5Cl,1.1×102
[87-84-3],1.8×103
"1,2,3,4-tetrabromo-5,6-",3.4
dichlorocyclohexane,
C6H6Br4Cl2,6.2×101
"1,2,3-tribromo-4,5,6-",1.1
trichlorocyclohexane,
C6H6Br3Cl3,3.6 ×101
1-bromo-4-chlorobenzene,6.8 10−3×
C6H4BrCl,9.0 ×10−3
[106-39-8],
"1,2,4-tribromo-3,5,6-trichlorobenzene",4.1 ×10−2
C6Br3Cl3,
[13075-01-9],
1-(bromomethyl)-2-chlorobenzene,1.9×10−2
C7H6BrCl,
[611-17-6],
2-bromo-4-chloro-1-methoxybenzene,1.8×10−2
C7H6BrClO,
(2-bromo-4-chloroanisole),
[60633-25-2],
2-bromo-6-chloro-1-methoxybenzene,1.4×10−2
C7H6BrClO,
(2-bromo-6-chloroanisole),
[174913-10-1],
4-bromo-2-chloro-1-methoxybenzene,1.3×10
C7H6BrClO,
(4-bromo-2-chloroanisole),
[50638-47-6],
"2-bromo-3,5-dichloro-1-",1.1 ×10−2
methoxybenzene,
C7H5BrCl2O,
"(2-bromo-3,5-dichloroanisole)",
"2-bromo-4,6-dichloro-1-",8.2 10−3×
methoxybenzene,
C7H5BrCl2O,1.2×10−2
"(2-bromo-4,6-dichloroanisole)",
[60633-26-3],
"4-bromo-2,3-dichloro-1-",1.1 ×10−2
methoxybenzene,
C7H5BrCl2O,
"(4-bromo-2,3-dichloroanisole)",
[109803-52-3],
"4-bromo-2,6-dichloro-1-",1.2 10−2×
methoxybenzene,
C 7 H5BrCl2O,1.2×10−2
"(4-bromo-2,6-dichloroanisole)",
[19240-91-6],
"4-bromo-3,5-dichloro-1-",1.1 ×10−2
methoxybenzene,
C7H5BrCl2O,
"(4-bromo-3,5-dichloroanisole)",
"3-bromo-2,6-dichloro-1-",1.1 10−2×
methoxybenzene,
C7H5BrCl2O,
"(3-bromo-2,6-dichloroanisole)",
"5-bromo-2,4-dichloro-1-",1.1×10−2
methoxybenzene,
C7H5BrCl2O,
"(5-bromo-2,4-dichloroanisole)",
"6-bromo-2,3-dichloro-1-",1.1 10−2×
methoxybenzene,
C7H5BrCl2O,
"(6-bromo-2,3-dichloroanisole)",
"6-bromo-2,5-dichloro-1-",7.7×10−3
methoxybenzene,
C7H5BrCl2O,
"(6-bromo-2,5-dichloroanisole)",
[174913-14-5],
"2-bromo-3,4,5-trichloro-1-",9.8×10
methoxybenzene,
C7H4BrCl3O,
"(2-bromo-3,4,5-trichloroanisole)",
"3-bromo-2,4,6-trichloro-1-",1.0×10−2
methoxybenzene,
C7H4BrCl3O,
"(3-bromo-2,4,6-trichloroanisole)",
[174913-28-1],
"3-bromo-2,5,6-trichloro-1-",1.0×10−2
methoxybenzene,
C7H4BrCl3O,
"(3-bromo-2,5,6-trichloroanisole)",
[78647-93-5],
"4-bromo-2,3,6-trichloro-1-",1.0×10−2
methoxybenzene,
C7H4BrCl3O,
"(4-bromo-2,3,6-trichloroanisole)",
[78647-87-7],
"6-bromo-2,3,4-trichloro-1-",1.1 10−2×
methoxybenzene,
C7H4BrCl3O,
"(6-bromo-2,3,4-trichloroanisole)",
"4-bromo-2,3,5,6-tetrachloro-1-",9.2 ×10−3
methoxybenzene,
C7H3BrCl4O,
"(4-bromo-2,3,5,6-tetrachloroanisole)",
[174913-33-8],
"2,6-dibromo-3-chloro-1-",7.4 10−3×
methoxybenzene,
C7H5Br2ClO,
"(2,6-dibromo-3-chloroanisole)",
"2,6-dibromo-4-chloro-1-",2.0 10−2×
methoxybenzene,
C7H5Br2ClO,1.1 ×10−2
"(2,6-dibromo-4-chloroanisole)",
[174913-44-1],
"2,4-dibromo-3,5-dichloro-1-",9.1×10−3
methoxybenzene,
C7H4Br2Cl2O,
"(2,4-dibromo-3,5-dichloroanisole)",
[174913-52-1],
"2,4-dibromo-5,6-dichloro-1-",9.8 10−3×
methoxybenzene,
C7H4Br2Cl2O,
"(2,4-dibromo-5,6-dichloroanisole)",
"2,3-dibromo-5,6-dichloro-1-",9.1×10
methoxybenzene,
C7H4Br2Cl2O,
"(2,3-dibromo-5,6-dichloroanisole)",
"2,6-dibromo-3,4,5-trichloro-1-",8.6 10−3×
methoxybenzene,
C7H3Br2Cl3O,
"(2,6-dibromo-3,4,5-trichloroanisole)",
"2,4,6-tribromo-3-chloro-1-",9.1 10−3×
methoxybenzene,
C7H4Br3ClO,
"(2,4,6-tribromo-3-chloroanisole)",
[174913-78-1],
"2’,4’,5’,7’-tetrabromo-3,4,5,6-",1.5×1013
tetrachlorofluorescein,
C20H4Br4Cl4O5,1.9×108
[13473-26-2],8.0 ×1010
bromochloroacetonitrile,8.2
C2HBrClN,
[83463-62-1],
"N,N’-dimethyl-3,3’,4-tribromo-4,5,5’-",7.1
"trichloro-2,2’-bipyrrole",
C10H6Br3Cl3N2,9.5
(DBP-Br3Cl3a),
[400766-93-0],
"N,N’-dimethyl- 3,4,4’-tribromo-",3.3×101
"3’,5,5’-trichloro-2,2’-bipyrrole",
C10H6Br3Cl3N2,9.5
(DBP-Br3Cl3b),
[666856-68-4],
"N,N’-dimethyl-3,3’,4,4’-tetrabromo-",2.8×101
"5,5’-dichloro-2,2’-bipyrrole",
C10H6Br4Cl2N2,1.8×101
(DBP-Br4Cl2),
[253798-64-0],
"N,N’-dimethyl-3,3’,4,4’,5-",1.5×102
"pentabromo-5’-chloro-2,2’-bipyrrole",
C10H6Br5ClN2,3.0×101
(DBP-Br5Cl),
[400767-00-2],
"1-bromo-3-chloro-5,5-",1.2 ×101
dimethylhydantoin,
C5H6BrClN2O2,
[16079-88-2],
3-(4-bromo-3-chlorophenyl)-1-,2.2×10
methoxy-1-methylurea,
C9H10BrClN2O2,3.2×103
(chlorbromuron),2.5×103
[13360-45-7],
"N-(4-bromo-2,6-dichloro-3-",6.7 103×
methylphenyl)acetamide,
C9H8BrCl2NO,6.2×102
[68399-95-1],2.1×104
halacrinate,2.4 102×
C12H7NO2BrCl,
[34462-96-9],
bromuconazole,1.2 ×105
C13H12BrCl2N3O,
[116255-48-2],
"5,7-dibromo-2-(5-bromo-7-chloro-1,3-",4.2×109
dihydro-3-oxo-2H-indol-2-ylidene)-,
"1,2-dihydro-3H-indol-3-one",
C 16 H 6 Br 3 ClN 2 O2,3.3 ×1015
[85702-64-3],2.4×105
chlorantraniliprole,7.0 1015×
C18H14BrCl2N5O2,
[500008-45-7],
tribromofluoromethane,1.5×10−3
CBr3F,
[353-54-8],
bromochlorodifluoromethane,1.0 10−4×
CBrClF2,8.6 ×10−5
[353-59-3],6.0 10−5×
"1-bromo-1-chloro-2,2,2-trifluoroethane",5.6 10−4×
C2HBrClF3,3.1 ×10−4
(halothane),2.8 10−4×
[151-67-7],3.3 ×10−4
chlorfenapyr,1.7 ×103
C15H11BrClF3N2O,
[122453-73-0],
fluazolate,1.3×10
C15H12N2O2BrClF4,
[174514-07-9],
Or,ganic sp
iodomethane,2.0 10−3×
CH3I,2.0 ×10−3
(methyl iodide),2.0×10−3
[74-88-4],1.8×10−3
diiodomethane,2.3 ×10−2
CH2I2,3.2×10−2
[75-11-6],7.3×10−2
triiodomethane,6.2 10−3×
CHI3,3.2×10−6
(iodoform),1.3 10−3×
[75-47-8],3.4 10−3×
iodoethane,1.5×10
C 2 H 5I,1.4 ×10−3
[75-03-6],1.5 ×10−3
1-iodopropane,1.1 10−3×
C3H7I,1.0×10−3
[107-08-4],1.1×10−3
2-iodopropane,8.5×10−4
C3H7I,8.8×10−4
[75-30-9],7.9 10−4×
1-iodobutane,5.4 ×10−4
C4H9I,5.4×10−4
[542-69-8],6.1 10−4×
2-iodobutane,7.0 10−4×
C4H9I,
[513-48-4],
1-iodopentane,9.9 ×10−4
C5H11I,5.7×10−4
[628-17-1],5.1×10−4
1-iodohexane,8.2×10
C6H 13I,4.5 ×10−4
[638-45-9],3.5×10−4
1-iodoheptane,2.6 ×10−4
C7H15I,6.7×10−4
[4282-40-0],3.5×10−4
iodocyclohexane,3.9×10−3
C6H11I,
[626-62-0],
3-iodo-1-propene,3.8×10−3
C3H5I,
[556-56-9],
1-iodocyclohexene,4.1 10−3×
C6H9I,
[17497-53-9],
iodobenzene,7.7×10−3
C 6 H5I,7.6×10−3
[591-50-4],1.2 10−2×
iodoacetic acid,2.4 ×102
C2H3IO2,
[64-69-7],
2-iodophenol,1.4×101
C6H5IO,6.9
[533-58-4],1.6 102×
3-iodophenol,7.0 101×
C6H5IO,
[626-02-8],
4-iodophenol,4.6×101
C6H5IO,
[540-38-5],
erythrosine,3.9 1013×
C20H8I4O5,2.3×108
[16423-68-0],8.6×1010
"4-hydroxy-3,5-diiodo-benzonitrile",1.3×102
C7H3I2NO,1.8×104
[1689-83-4],
3-iodo-2-propynyl butylcarbamate,8.2×101
C8H12INO2,
[55406-53-6],
diatrizoic acid,3.5×1012
C11H9I3N2O4,5.4×108
[117-96-4],1.2×1017
iothalamic acid,4.4 1012×
C 11 H 9 I 3 N 2 O4,4.8 ×109
[2276-90-6],4.2 ×1016
benodanil,6.2×105
C13H10INO,>2.3×1010
[15310-01-7],
iopamidol,9.0×1019
C17H22I3N3O8,
[60166-93-0],
ioxaglic acid,2.7 1035×
C24H21I6N5O8,1.4×1027
[59017-64-0],2.0×1029
"1,1,1,2,2,3,3-heptafluoro-5-",4.6 10−6×
iodopentane,
C5H4F7I,1.2×10−4
[68188-12-5],3.8 10−4×
5-diethylamiloride,8.8×10−7
C6H4F9I,5.6×10−5
[2043-55-2],1.9 10−4×
"1,1,1,2,2,3,3,4,4,5,5,6,6-tridecafluoro-",3.2 ×10−8
8-iodooctane,
C8H4F13I,3.4×10−6
[2043-57-4],5.4 ×10−5
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-",1.2 10−9×
heptadecafluoro-10-iododecane,
C10H4F17I,7.7×10−8
[2043-53-0],2.0×10−5
chloroiodomethane,8.8×10−3
CH2ClI,2.0 ×10−2
[593-71-5],
Or,ganic sp
methanethiol,3.8 10−3×
CH3SH,3.8×10−3
(methyl mercaptan),2.8 10−3×
[74-93-1],2.0 10−3×
ethanethiol,2.8 10−3×
C 2 H 5SH,2.8 ×10−3
(ethyl mercaptan),2.8×10−3
[75-08-1],2.2 10−3×
"1,2-ethanedithiol",8.2 ×10−2
C2H6S2,
[540-63-6],
thiirane,2.8×10−2
C2H4S,
(ethylene sulfide),
[420-12-2],
1-propanethiol,1.7×10−3
C3H7SH,2.4×10−3
(propyl mercaptan),3.4 10−3×
[107-03-9],
2-propanethiol,2.1×10
C 3 H 8S,2.1 ×10−3
[75-33-2],
1-butanethiol,1.5×10−3
C4H9SH,2.2 ×10−3
(butyl mercaptan),1.1 10−3×
[109-79-5],1.1 10−3×
2-butanethiol,1.4×10−3
C4H10S,
[513-53-1],
2-methyl-1-propanethiol,2.4 10−3×
C4H10S,
[513-44-0],
2-methyl-2-propanethiol,1.6 ×10−3
C4H10S,6.1×10−4
[75-66-1],
"1,4-dithiane",2.3 10−1×
C4H8S2,
[505-29-3],
1-pentanethiol,8.2 10−4×
C 5 H 11SH,7.3 ×10−4
(pentyl mercaptan),2.3×10−3
[110-66-7],
1-hexanethiol,1.9 10−3×
C6H14S,
[111-31-9],
1-heptanethiol,2.7 ×10−3
C7H16S,
[1639-09-4],
1-octanethiol,4.3 10−4×
C8H18S,1.3×10−3
[111-88-6],
tert-octanethiol,5.2×10−4
C8H18S,
[141-59-3],
1-nonanethiol,1.2×10
C9H20S,
[1455-21-6],
1-decanethiol,9.9×10−4
C10H22S,
[143-10-2],
1-dodecanethiol,1.7 ×10−4
C12H26S,
[112-55-0],
dicyclohexyldisulfide,2.5 10−3×
C12H22S2,
[2550-40-5],
dimethyl sulfide,5.6 10−3×
CH3SCH3,5.3×10−3
(DMS),5.3 10−3×
[75-18-3],5.2 ×10−3
ethyl methyl sulfide,4.2×10−3
C3H8S,5.1×10−3
[624-89-5],8.6 10−3×
diethyl sulfide,3.5 ×10−3
C2H5SC2H5,5.4×10−3
[352-93-2],5.1 ×10−1
dipropyl sulfide,3.3 10−3×
C3H7SC3H7,3.4×10−3
[111-47-7],
di-(2-propyl)-sulfide,3.0 10−3×
(C3H7)2S,1.6 ×10−3
(diisopropyl sulfide),
[625-80-9],1.2 10−3×
allyl methyl sulfide,4.2×10−3
C4H8S,
[10152-76-8],
dimethyl disulfide,5.8 10−3×
CH3SSCH3,6.5×10−3
[624-92-0],5.9×10−3
diethyl disulfide,3.7×10
C2H5SSC2H5,6.3×10−3
[110-81-6],4.7 10−3×
dipropyl disulfide,2.4 10−3×
C3H7SSC3H7,
[629-19-6],
carbon disulfide,6.1 10−4×
CS2,6.1×10−4
[75-15-0],6.1 10−4×
"2,3,4-trithiapentane",2.1 10−2×
C2H6S3,
(dimethyltrisulfide),
[3658-80-8],
5-propyl-5-nonanethiol,1.7×10−4
C12H26S,5.8×10−4
allyl mercaptan,1.2×10−2
C3H6S,
[870-23-5],
"3,3’-thiobis-1-propene",4.1×10−3
(C3H5)2S,7.6 ×10−3
(diallyl sulfide),9.9 10−3×
[592-88-1],
thiophene,4.4×10
C 4 H 4S,3.4 ×10−3
[110-02-1],
2-methylthiophene,4.1 ×10−3
CH3C4H3S,1.4×10−3
[554-14-3],4.1 ×10−3
3-methylthiophene,1.7×10−3
CH3C4H3S,
[616-44-4],
propyl allyl disulfide,3.5 10−3×
C6H12S2,
[2179-59-1],
benzenethiol,2.9 10−2×
C6H5SH,3.0×10−2
(thiophenol),3.0 10−2×
[108-98-5],3.0 10−2×
methyl phenyl sulfide,4.0 10−2×
C6H5SCH3,4.1×10−2
(thioanisole),5.8×10−2
[100-68-5],2.3 10−2×
2-methylbenzenethiol,2.7×10−2
C7H8S,
(2-thiocresol),
[137-06-4],
3-methylbenzenethiol,2.7×10−2
C7H8S,
(3-thiocresol),
[108-40-7],
4-methylbenzenethiol,2.7 10−2×
C7H8S,
(4-thiocresol),
[106-45-6],
benzenemethanethiol,4.7 ×10−2
C7H8S,
[100-53-8],
benzo[b]thiophene,
C8H6S,4.1×10−2
[95-15-8],3.6×10−2
dibenzothiophene,2.9×10−1
C12H8S,2.3×10−2
[132-65-0],2.3 ×10−2
benzyl sulfide,1.9
C14H14S,
[538-74-9],
carbon oxide sulfide,2.1 10−4×
OCS,2.0×10−4
(carbonyl sulfide),2.0 10−4×
[463-58-1],2.1 ×10−4
methanesulfonic acid,
CH3SO3H,
(MSA),
[75-75-2],
"sulfuric acid, dimethyl ester",6.9
C2H6O4S,
[77-78-1],
dimethylsulfoxide,9.8×102
CH3SOCH3,9.8×102
(DMSO),>9.9×103
[67-68-5],9.4×102
dimethylsulfone,5.0×10
CH3SO2CH3,5.0×10−3
(DMSO2),>4.9 102×
[67-71-0],
mercaptoacetic acid,5.2×102
C2H4O2S,
[68-11-1],
2-mercaptoethanol,5.5 1×10
C2H6OS,
[60-24-2],
"methanesulfonic acid, methyl ester",2.5
C2H6O3S,
[66-27-3],
"mercaptoacetic acid, methyl ester",1.6
C3H6O2S,
(methyl thioglycolate),
[2365-48-2],
"methanesulfonic acid, ethyl ester",1.8
C3H8O3S,
[62-50-0],
divinyl sulfoxide,2.5×101
C4H6OS,
(vinyl sulfoxide),
[1115-15-7],
divinyl sulfone,2.0 ×10−1
C4H6O2S,
[77-77-0],
"2,5-dihydrothiophene sulfone",2.3
C4H6O2S,
"(2,5-dihydrothiophene 1,1-dioxide)",
[77-79-2],
thiodiacetic acid,2.2×108
C4H6O4S,
[123-93-3],
"thiophene, tetrahydro-, 1,1-dioxide",2.1
C4H8O2S,
(sulfolane),
[126-33-0],
2-(ethylthio)ethanol,1.9 ×102
C4H10OS,
[110-77-0],
thiodiglycol,5.2 103×
C4H10O2S,
[111-48-8],
"methanesulfonic acid, 1-methylethyl",1.4
ester,
C4H10O3S,
[926-06-7],
4-hydroxybenzenesulfonic acid,3.8 ×107
C6H6O4S,
[98-67-9],
benzenesulfonic acid,3.9 ×103
C6H6O3S,
[98-11-3],
dimethipin,4.3 105×
C6H10O4S2,
[55290-64-7],
4-methylbenzenesulfonic acid,3.6×103
C7H8O3S,
[104-15-4],
phenylmethanesulfonic acid,9.9 103×
C7H8O3S,
(benzylsulfonic acid),
[100-87-8],
"4,4’-sulfonyldiphenol",3.7×109
C12H10O4S,
(bisphenol S),
[80-09-1],
lauryl sulfate,5.5 101×
C12H26O4S,
(dodecyl sulfate),
[151-41-7],
ethofumesate,2.7 ×102
C13H18O5S,
[26225-79-6],
"1,1’-sulfonylbis(4-(1-methylethyl)-",1.0 101×
benzene,
C18H22O2S,2.9×103
[57913-35-6],6.7 ×104
propargite,1.5×101
C19H26O4S,
[2312-35-8],
kadethrin,1.2×104
C23H24O4S,
[58769-20-3],
spironolactone,9.0×10
C24H32O4S,
[52-01-7],
"2,2’-thiobis(4-(1,1,3,3-",4.5×105
tetramethylbutyl)phenol),
C28H42O2S,1.2×104
[3294-03-9],2.2 107×
"propanoic acid, 3,3’-thiobis-, didodecyl",2.5
ester,
C30H58O4S,
(dilauryl thiodipropionate),
[123-28-4],
"dioctadecyl 3,3’-thiodipropionate",8.2 ×10−2
C42H82O4S,
[693-36-7],
methyl isothiocyanate,1.7×10−1
CH3NCS,1.6 ×10−1
[556-61-6],2.2×10−1
thiourea,4.9×103
CH4N2S,
[62-56-6],
hydrazinecarbothioamide,1.5 ×104
CH5N3S,
(1-amino-2-thiourea),
[79-19-6],
"thiocyanic acid, methyl ester",2.2 10−1×
C2H3NS,
[556-64-9],
ethanethioamide,1.5
C2H5NS,
(thioacetamide),
[62-55-5],
mercaptamine,2.7 101×
C2H7NS,
(cysteamine),
[60-23-1],
"thiocyanic acid, ethyl ester",1.7×10−1
C3H5NS,
[542-90-5],
2-imidazolidinethione,2.9×101
C3H6N2S,
(ethylene thiourea),
[96-45-7],
ethylthiourea,4.2×10
C3H8N2S,
[625-53-6],
allyl isothiocyanate,4.1×10−2
C4H5NS,
[57-06-7],
dazomet,4.6 104×
C 5 H 10 N 2 S2,3.7 ×104
[533-74-4],
"N,N’-diethylthiourea",1.4 ×102
C5H12N2S,
[105-55-5],
tetramethylthiourea,8.5 102×
C5H12N2S,
[2782-91-4],
thiram,9.3 101×
C 6 H12N2S4,3.0×101
[137-26-8],
bis(dimethylthiocarbamyl) sulfide,5.8 ×10−1
C6H12N2S3,
(bis(dimethylthiocarbamoyl) sulfide),
[97-74-5],
benzothiazole,2.7 ×101
C7H5NS,2.7×101
[95-16-9],2.8
2-mercaptobenzothiazole,2.7 102×
C7H5NS2,2.7×102
[149-30-4],2.8×103
2-benzothiazolamine,7.6×104
C7H6N2S,
[136-95-8],
phenylthiourea,9.9 104×
C7H8N2S,
[103-85-5],
aziprotryn,4.0 ×102
C 7 H11N7S,9.2×102
[4658-28-0],
simetryn,2.2×10
C 8 H15N5S,2.9×104
[1014-70-6],1.0 ×104
desmetryn,2.1×104
C8H 15 N 5S,5.0 ×107
[1014-69-3],2.2 ×104
thioquinox,1.3 102×
C9H4N2S3,
[93-75-4],
"thiocyanic acid, (2-",1.5×106
benzothiazolylthio)methyl ester,
C9H6N2S3,
[21564-17-0],
ametryn,4.1×103
C9H17N5S,8.1×103
[834-12-8],8.3×103
cimetidine,1.0 1010×
C10H16N6S,
[51481-61-9],
prometryn,8.2 ×102
C10H19N5S,2.0×103
[7287-19-6],2.0 ×103
terbutryn,4.7×102
C10H19N5S,7.0×102
[886-50-0],7.7×102
disulfiram,1.2 10−1×
C10H20N2S4,
[97-77-8],
1-naphthalenylthiourea,1.2 ×103
C11H10N2S,
[86-88-4],
"4,4’-thiobisbenzenamine",2.5 106×
C12H12N2S,
(bis(4-aminophenyl) sulfide),
[139-65-1],
dipropetryn,6.0 ×102
C11H19N5S,1.6×103
[4147-51-7],6.5 102×
dimethametryn,8.2 ×103
C11H21N5S,1.0×103
[22936-75-0],
phenothiazine,3.5 102×
C12H9NS,3.5×102
[92-84-2],6.9×102
"2,2’-dithiobisbenzothiazole",4.2 107×
C14H8N2S4,
"(2,2’-dibenzothiazyl disulfide)",
[120-78-5],
methapyrilene,3.6 101×
C14H19N3S,
[91-80-5],
olanzapine,1.3 ×109
C17H20N4S,
[132539-06-1],
"N-(1,1-dimethylethyl)bis(2-",2.4 108×
benzothiazolesulfen)amide,
C18H17N3S4,1.7×103
[3741-80-8],2.3 ×103
taurine,5.8×106
C2H7NO3S,
[107-35-7],
2-amino-5-nitrothiazole,1.9 106×
C3H3N3O2S,
[121-66-4],
N-(aminothioxomethyl)acetamide,3.8×10
C3H6N2OS,
(1-acetyl-2-thiourea),
[591-08-2],
acesulfame,1.0×103
C4H5NO4S,
[33665-90-6],
methomyl,5.2×105
C5H10N2O2S,5.3×104
[16752-77-5],1.5 ×104
4-aminobenzenesulfonic acid,1.1 ×107
C6H7NO3S,
(sulfanilic acid),
[121-57-3],
sulfanilamide,6.6×104
C6H8N2O2S,
[63-74-1],
nithiazide,6.2×109
C6H8N4O3S,
[139-94-6],
2-methylbenzenesulfonamide,2.1 101×
C7H9NO2S,
(o-toluenesulfonamide),
[88-19-7],
4-methylbenzenesulfonamide,2.1 ×101
C7H9NO2S,
(p-toluenesulfonamide),
[70-55-3],
ethidimuron,1.4 108×
C7H12N4O3S2,
[30043-49-3],
oxamyl,4.2×104
C 7 H 13 N 3 O 3S,4.2 ×104
[23135-22-0],3.8 ×103
aldicarb,6.6×103
C7H14N2O2S,7.9 ×103
[116-06-3],3.1 103×
aldicarb sulfone,3.7 ×103
C7H14N2O4S,
[1646-88-4],
butocarboxim,1.7 104×
C7H14N2O2S,1.7×104
[34681-10-2],
butoxycarboxim,3.5×10
C7H14N2O4S,
[34681-23-7],
saccharin,8.2×103
C7H5NO3S,
[81-07-2],
acibenzolar-S-methyl,8.2×101
C8H6N2OS2,
[135158-54-2],
quinomethionate,1.6 ×102
C8H6N2OS2,1.6×102
[2439-01-2],
nifurthiazole,1.3 1012×
C8H6N4O4S,
[3570-75-0],
4-methylbenzenesulfonyl isocyanate,1.7 10−1×
C8H7NO3S,3.2 ×101
[4083-64-1],6.7
tinidazole,1.9 ×105
C8H13N3O4S,
[19387-91-8],
metribuzin,8.2×104
C8H14N4OS,
[21087-64-9],
tricyclazole,3.2 105×
C9H7N3S,
[41814-78-2],
thidiazuron,3.0×107
C9H8N4OS,
[51707-55-2],
sulfathiazole,1.7×108
C9H9N3O2S2,
[72-14-0],
sulfamethizole,3.8 108×
C9H10N4O2S2,
[144-82-1],
ethiozin,2.0×102
C9H16N4OS,
[64529-56-2],
molinate,7.7
C9H17NOS,2.2
[2212-67-1],1.7
S-ethyl dipropylthiocarbamate,5.6×10−1
C 9 H19NOS,3.8×10−2
(eptam; EPTC),6.2 ×10−1
[759-94-4],9.8×10−1
thiabendazole,4.7 105×
C10H7N3S,4.7×105
[148-79-8],
"benzo[b]thiophene-4-ol, methylcarba-",5.8×103
mate,
C10H9NO2S,
(mobam),
[1079-33-0],
sulfamethoxazole,1.5×107
C10H11N3O3S,
[723-46-6],
bentazone,4.5×103
C10H12N2O3S,
[25057-89-0],
buthidazole,4.8×106
C10H16N4O2S,
[55511-98-3],
thiodicarb,1.1 ×101
C10H18N4O4S3,2.3×101
[59669-26-0],
pebulate,4.1 ×10−2
C10H21NOS,3.8×10−1
[1114-71-2],8.6 ×10−2
vernolate,3.2×10
C10H21NOS,4.9 ×10−1
[1929-77-7],4.9 10−1×
sulfisoxazole,6.2 106×
C11H13N3O3S,
[127-69-5],
ethiofencarb,8.2 103×
C11H15NO2S,
[29973-13-5],
methiocarb,8.3
C11H15NO2S,8.4×103
[2032-65-7],
cycloate,1.9
C11H21NOS,3.7
[1134-23-2],
